code,date
418170,20240722
331380,20250623
230980,20250408
268600,20240412
010280,20240321
230980,20250204
060230,20260311
219550,20260421
215090,20250117
437780,20250609
092600,20251124
219750,20241119
377400,20240227
439730,20260209
019660,20241022
078860,20260311
019590,20260506
052020,20250206
065650,20260210
119860,20250925
101390,20260416
449020,20260205
435870,20240513
462020,20260527
052020,20250313
080580,20260428
230980,20260519
298060,20251105
204630,20250522
393970,20260420
138580,20251121
082660,20260213
377400,20260428
457390,20250502
377400,20240827
348080,20250702
042040,20260623
430700,20250611
111870,20250822
435870,20260105
321820,20240116
053590,20241105
226440,20240405
073540,20240719
139050,20250109
442130,20260504
900280,20240819
119610,20240429
372290,20251020
043100,20240924
436610,20250106
263540,20240821
021045,20250611
224060,20260608
033790,20240507
065650,20260526
450050,20260512
065440,20260316
435870,20251203
232140,20241021
269620,20250617
435870,20250731
263540,20250314
436530,20251110
047820,20241119
072520,20250416
454640,20260520
456440,20260506
309930,20260520
299910,20260520
078860,20250707
438580,20260219
123840,20240325
052770,20250610
454750,20251107
425290,20251103
208860,20250225
313760,20260427
448760,20260417
224060,20260105
101670,20241202
036180,20260108
066410,20251219
215090,20240819
023460,20250624
006580,20241129
222160,20260608
900280,20250306
052670,20240822
290380,20250407
224060,20251203
224060,20250731
435870,20260203
027040,20251104
419270,20241213
221840,20250701
056080,20260126
067390,20240930
032980,20250521
064090,20260515
023790,20260514
294090,20260205
425290,20250116
071460,20240314
082660,20250819
038340,20240213
468510,20250618
412540,20260212
377460,20240905
177350,20240828
348370,20240222
050090,20251208
036180,20260219
009620,20260609
076080,20240618
060560,20250108
456490,20260220
290520,20251024
477530,20250408
319400,20260203
241820,20250221
096610,20250211
174900,20251128
457630,20260608
222160,20260105
214870,20240725
052670,20250214
457390,20260122
195990,20251104
386580,20250403
214260,20240723
065690,20241122
089530,20240328
455310,20260529
066430,20240712
222810,20250718
284620,20260129
288330,20250902
476470,20260626
057880,20240315
043090,20260513
024810,20240311
064800,20260514
222160,20251203
331920,20260610
065570,20250610
222160,20250731
477530,20260519
221840,20251016
006580,20240610
052020,20241107
224060,20260203
456010,20260421
215090,20250306
163730,20260506
041590,20251216
057880,20240604
023790,20250305
226440,20260108
057880,20240926
317240,20241216
393360,20240524
046070,20260529
418250,20250224
115960,20260518
148140,20240430
418250,20250328
115960,20240809
096690,20250520
297090,20260513
439410,20260112
405000,20260130
046070,20260325
422040,20260130
136510,20251106
263540,20240909
119860,20251230
096040,20240502
066410,20250902
458320,20241126
060240,20251216
021040,20240715
036180,20250401
196170,20240304
065150,20250902
457630,20250731
106520,20240724
204630,20251103
435620,20251015
002680,20240725
068790,20250908
226440,20260219
462020,20260421
080720,20260415
161570,20240919
088800,20241202
477530,20251114
032980,20260106
063080,20250617
217480,20260129
222160,20260203
299910,20240314
065690,20240527
244460,20250514
062860,20260508
106520,20260107
288330,20251205
065660,20251215
033200,20260423
445360,20251125
023460,20250916
208860,20250102
151910,20250718
427950,20251124
066790,20260605
023460,20251118
208860,20240717
348080,20251119
032960,20260605
424760,20260421
442130,20260624
426550,20240227
377460,20260406
900120,20260519
114840,20240603
214370,20251031
457390,20241115
032685,20250811
066910,20260513
096040,20260130
068790,20250909
440790,20260213
426550,20260428
062860,20251117
455250,20241028
009620,20260504
425290,20250814
426550,20240827
079950,20260327
066410,20251205
060260,20240717
062860,20241016
062860,20240510
065150,20251205
391060,20251208
422040,20250620
226440,20250401
096610,20260429
465320,20260211
031860,20260224
270520,20260619
377030,20260601
380320,20260311
073640,20250625
057880,20250716
016600,20260519
435620,20251029
091440,20260325
033340,20240124
440820,20260511
446190,20251119
224060,20260529
427950,20260210
900280,20260113
082210,20251105
092600,20260312
136510,20240826
036690,20240813
214310,20260424
449020,20250910
072520,20250218
454750,20260422
046070,20251010
071280,20241017
036180,20251001
393360,20240522
241820,20240805
187790,20241206
440820,20250715
269620,20241002
124500,20250108
290520,20250407
405640,20250723
298380,20251125
268600,20260608
458320,20241114
219550,20251105
054180,20260325
139050,20250409
427950,20260526
109960,20260429
318020,20240416
214310,20250821
019570,20260624
043220,20251224
033200,20260506
222160,20260529
052020,20260309
119860,20251111
053280,20241016
096040,20250620
014200,20241016
014200,20240510
121800,20240912
348080,20260211
380320,20250707
397880,20241008
057880,20240816
