공시일,시각,애프터,종목코드,종목명,decile,관리부담,사유성격,정지사유,동반공시,정지공시_원문
20250610,09:16:20,,300080,플리토,D4,뉴스형(즉시조치),자본·조직변동,무상증자,(주)플리토 무상증자결정,(주)플리토 주권매매거래정지(무상증자)
20250610,16:52:19,Y,037950,엘컴텍,D4,뉴스형(즉시조치),부실·위험,중요한 영업정지,엘컴텍(주) 영업정지,엘컴텍(주) 주권매매거래정지(중요한 영업정지)
20250611,14:43:31,,054630,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)에이디칩스 (정정)상장폐지,(주)에이디칩스 주권매매거래정지(투자자 보호)
20250611,16:22:26,Y,039860,나노엔텍,D3,뉴스형(즉시조치),자본·조직변동,우회상장여부 및 요건충족확인,(주)나노엔텍 주식교환ㆍ이전 결정,(주)나노엔텍 주권매매거래정지(우회상장여부 및 요건충족확인)
20250611,17:10:29,Y,117670,알파칩스,(유니버스 밖),집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)알파칩스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250612,17:52:23,Y,044480,빌리언스,D6,뉴스형(즉시조치),자본·조직변동,자본감소,(주)빌리언스 유상증자결정(주주배정후 실권주 일반공모),(주)빌리언스 주권매매거래정지(자본감소)
20250613,08:59:22,,214450,파마리서치,D1,뉴스형(즉시조치),자본·조직변동,분할,(주)파마리서치 회사분할 결정,(주)파마리서치 주권매매거래정지(분할)
20250613,15:42:19,Y,478780,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,대신밸런스제18호기업인수목적(주) 회사합병 결정(SPAC소멸합병),대신밸런스제18호기업인수목적(주) 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250613,15:58:13,Y,139050,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)비에프랩스 (정정)상장폐지,(주)비에프랩스 주권매매거래정지(투자자 보호)
20250613,16:12:10,Y,204630,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)스튜디오 산타클로스 엔터테인먼트 (정정)상장폐지,(주)스튜디오 산타클로스 엔터테인먼트 주권매매거래정지(투자자 보호)
20250613,17:05:54,Y,096690,에이루트,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)에이루트 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250613,17:12:18,Y,094820,일진파워,D3,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상(사유발생,(주)일진파워 횡령ㆍ배임혐의발생,(주)일진파워 주권매매거래정지(상장적격성 실질심사 대상(사유발생))
20250613,17:18:34,Y,222810,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)세토피아 (정정)상장폐지,(주)세토피아 주권매매거래정지(투자자 보호)
20250616,13:34:12,,246960,SCL사이언스,D9,뉴스형(즉시조치),자본·조직변동,무상증자,(주)에스씨엘사이언스 무상증자결정,(주)에스씨엘사이언스 주권매매거래정지(무상증자)
20250617,16:24:56,Y,476470,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,케이비제28호기업인수목적 주식회사 주권매매거래정지(SPAC 소멸합병)
20250620,18:07:03,Y,066790,씨씨에스,D1,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,(주)씨씨에스충북방송 기타시장안내(상장적격성 실질심사관련안내),(주)씨씨에스충북방송 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250623,16:55:21,Y,258790,소프트캠프,D7,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,소프트캠프(주) 횡령ㆍ배임혐의발생,소프트캠프(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250625,18:03:00,Y,439410,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,엔에이치기업인수목적26호 관리종목지정사유추가(상장폐지 사유발생),엔에이치기업인수목적26호 주권매매거래정지(상장폐지 사유발생)
20250626,14:59:16,,950110,(상장폐지),D10,뉴스형(즉시조치),부실·위험,자진상장폐지 신청,SBI핀테크솔루션즈(주) 기타 경영사항(자율공시)(상장폐지 후 투자자 보호대책 (특별지배주주에 의한 매도청구)),SBI핀테크솔루션즈(주) 주권매매거래정지(자진상장폐지 신청)
20250626,18:02:02,Y,442130,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,유진기업인수목적9호 주식회사 관리종목지정사유추가(상장폐지 사유발생),유진기업인수목적9호 주식회사 주권매매거래정지(상장폐지 사유발생)
20250627,17:40:16,Y,057880,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)푸른소나무 (정정)상장폐지,(주)푸른소나무 주권매매거래정지(투자자 보호)
20250630,14:38:32,,212560,네오오토,D6,뉴스형(즉시조치),자본·조직변동,무상증자,(주)네오오토 무상증자결정,(주)네오오토 주권매매거래정지(무상증자)
20250630,18:28:30,Y,054180,메디콕스,(유니버스 밖),집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)메디콕스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250630,18:31:24,Y,442310,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,대신밸런스제14호기업인수목적(주) 관리종목지정사유추가(상장폐지사유 발생),대신밸런스제14호기업인수목적(주) 주권매매거래정지(상장폐지 사유발생)
20250630,18:32:37,Y,440790,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,교보13호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),교보13호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250704,15:58:11,Y,230980,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)비유테크놀러지 (정정)상장폐지,(주)비유테크놀러지 주권매매거래정지(투자자 보호)
20250704,17:40:22,Y,900120,씨엑스아이,(유니버스 밖),집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"씨엑스아이헬스케어테크놀리지그룹리미티드 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250704,17:46:30,Y,227100,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)퀀텀온 (정정)상장폐지,(주)퀀텀온 주권매매거래정지(투자자 보호)
20250708,18:01:43,Y,440820,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,엔에이치기업인수목적27호(주) 관리종목지정사유추가(상장폐지사유 발생),엔에이치기업인수목적27호(주) 주권매매거래정지(상장폐지 사유발생)
20250709,15:54:55,Y,044480,빌리언스,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)빌리언스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250710,09:52:15,,234340,헥토파이낸셜,D2,뉴스형(즉시조치),자본·조직변동,무상증자,(주)헥토파이낸셜 무상증자결정,(주)헥토파이낸셜 주권매매거래정지(무상증자)
20250710,15:39:18,,048410,현대바이오,D2,뉴스형(즉시조치),자본·조직변동,무상증자,현대바이오사이언스(주) 무상증자결정,현대바이오사이언스(주) 주권매매거래정지(무상증자)
20250715,17:21:34,Y,457630,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,대신밸런스제16호기업인수목적(주) 회사합병 결정(SPAC 소멸합병),대신밸런스제16호기업인수목적(주) 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250715,18:05:08,Y,445360,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,비엔케이제1호기업인수목적(주) 상장폐지,비엔케이제1호기업인수목적(주) 주권매매거래정지(상장폐지 사유발생)
20250717,16:01:12,Y,446150,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,유안타제12호기업인수목적 주식회사 회사합병 결정(SPAC소멸합병),유안타제12호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250718,17:08:13,Y,419120,산돌,D5,뉴스형(즉시조치),자본·조직변동,무상증자,(주)산돌 무상증자결정,(주)산돌 주권매매거래정지(무상증자)
20250721,18:04:47,Y,445970,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,신영해피투모로우제9호기업인수목적 주식회사 상장폐지,신영해피투모로우제9호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250722,16:08:25,Y,263920,휴엠앤씨,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)휴엠앤씨 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250722,17:09:59,Y,203690,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)아크솔루션스 기타시장안내(정리매매 보류 관련),(주)아크솔루션스 주권매매거래정지(투자자 보호)
20250724,10:01:11,,303810,동국생명과학,D3,뉴스형(즉시조치),자본·조직변동,무상증자,동국생명과학(주) 무상증자결정,동국생명과학(주) 주권매매거래정지(무상증자)
20250728,11:17:09,,246960,SCL사이언스,D9,뉴스형(즉시조치),자본·조직변동,영업양수도,(주)에스씨엘사이언스 영업양수 결정,(주)에스씨엘사이언스 주권매매거래정지(영업양수도)
20250728,15:26:38,,222160,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)엔피엑스 기타시장안내(정리매매 보류 관련),(주)엔피엑스 주권매매거래정지(투자자 보호)
20250729,18:07:39,Y,430220,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,신영해피투모로우제8호기업인수목적 주식회사 주권매매거래정지(SPAC 소멸합병)
20250731,16:19:16,Y,347700,스피어,D2,뉴스형(즉시조치),대형계약,단일판매공급계약,(주)스피어코퍼레이션 단일판매ㆍ공급계약체결,(주)스피어코퍼레이션 주권매매거래정지(단일판매공급계약)
20250801,16:21:40,Y,246710,티앤알바이오팹,D7,뉴스형(즉시조치),자본·조직변동,무상증자,(주)티앤알바이오팹 유무상증자결정,(주)티앤알바이오팹 주권매매거래정지(무상증자)
20250804,10:11:28,,402490,그린리소스,D2,뉴스형(즉시조치),자본·조직변동,무상증자,주식회사 그린리소스 무상증자결정,주식회사 그린리소스 주권매매거래정지(무상증자)
20250804,15:08:11,,265740,엔에프씨,D6,뉴스형(즉시조치),자본·조직변동,무상증자,주식회사엔에프씨 무상증자결정,주식회사엔에프씨 주권매매거래정지(무상증자)
20250805,11:57:35,,175250,아이큐어,D5,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,아이큐어(주) 기타시장안내(상장적격성 실질심사 관련 안내),아이큐어(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250811,15:05:09,,035890,서희건설,D6,뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,(주)서희건설 조회공시요구(풍문또는보도)(현직 임원의 횡령·배임혐의설),(주)서희건설 주권매매거래정지(풍문 또는 보도 관련)
20250811,16:50:19,Y,446190,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,미래에셋비전기업인수목적2호 주식회사 주권매매거래정지(SPAC 소멸합병)
20250811,16:56:28,Y,036630,세종텔레콤,D7,뉴스형(즉시조치),자본·조직변동,자본감소,세종텔레콤(주) 감자결정,세종텔레콤(주) 주권매매거래정지(자본감소)
20250814,14:15:12,,284620,카이노스메드,D7,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,주식회사 카이노스메드 반기 또는 분기 매출액 미달 사실 발생,주식회사 카이노스메드 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250814,16:29:54,Y,032680,소프트센,D6,뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,(주) 소프트센 조회공시요구(풍문또는보도)(주된 영업의 정지설(반기 또는 분기 매출액 미달)),(주) 소프트센 주권매매거래정지(풍문 또는 보도 관련)
20250814,17:25:12,Y,069920,엑시온그룹,D7,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,,(주)엑시온그룹 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250814,20:48:33,,950130,엑세스바이오,(유니버스 밖),뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,엑세스바이오 인코퍼레이션 기타시장안내(상장적격성 실질심사 관련),엑세스바이오 인코퍼레이션 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250818,17:31:23,Y,462350,이노스페이스,D2,뉴스형(즉시조치),자본·조직변동,무상증자,(주)이노스페이스 유무상증자결정(주주배정후 실권주 일반공모),(주)이노스페이스 주권매매거래정지(무상증자)
20250821,11:21:40,,209640,와이제이링크,D1,뉴스형(즉시조치),자본·조직변동,무상증자,와이제이링크(주) 무상증자결정,와이제이링크(주) 주권매매거래정지(무상증자)
20250825,09:41:15,,042500,링네트,D6,뉴스형(즉시조치),자본·조직변동,무상증자,(주)링네트 무상증자결정,(주)링네트 주권매매거래정지(무상증자)
20250825,13:09:52,,415380,스튜디오삼익,D6,뉴스형(즉시조치),자본·조직변동,무상증자,주식회사 스튜디오삼익 무상증자결정,주식회사 스튜디오삼익 주권매매거래정지(무상증자)
20250827,17:09:28,Y,900110,딥커머스,(유니버스 밖),집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"이스트아시아홀딩스인베스트먼트리미티드 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250829,16:06:36,Y,473370,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,비엔케이제2호기업인수목적(주) 회사합병 결정(SPAC 소멸합병),비엔케이제2호기업인수목적(주) 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250829,16:44:17,Y,203400,에이비온,D5,뉴스형(즉시조치),자본·조직변동,무상증자,에이비온(주) 유무상증자결정(주주배정후 실권주 일반공모),에이비온(주) 주권매매거래정지(무상증자)
20250901,13:33:26,,382900,범한퓨얼셀,D3,뉴스형(즉시조치),대형계약,단일판매공급계약,범한퓨얼셀 주식회사 단일판매ㆍ공급계약체결,범한퓨얼셀 주식회사 주권매매거래정지(단일판매공급계약)
20250901,14:06:12,,060240,스타코링크,D10,뉴스형(즉시조치),부실·위험,투자자 보호,(주)스타코링크 기타시장안내(정리매매 보류 관련),(주)스타코링크 주권매매거래정지(투자자 보호)
20250901,14:37:24,,101390,(상장폐지),D6,뉴스형(즉시조치),부실·위험,투자자 보호,(주)아이엠 기타시장안내(정리매매 보류 관련),(주)아이엠 주권매매거래정지(투자자 보호)
20250903,18:05:16,Y,215090,솔디펜스,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)솔디펜스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250908,17:12:48,Y,052770,아이톡시,D8,뉴스형(즉시조치),자본·조직변동,자본감소,(주)아이톡시 감자결정,(주)아이톡시 주권매매거래정지(자본감소)
20250908,17:26:15,Y,043090,더테크놀로지,D8,뉴스형(즉시조치),부실·위험,투자자 보호,(주)더 테크놀로지 기타시장안내(정리매매 보류 관련),(주)더 테크놀로지 주권매매거래정지(투자자 보호)
20250911,15:51:18,Y,060230,제이케이시냅스,D6,뉴스형(즉시조치),자본·조직변동,자본감소,소니드(주) (정정)주주총회소집결의,소니드(주) 주권매매거래정지(자본감소)
20250911,16:06:17,Y,465320,교보15호스팩,(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,교보15호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),교보15호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250912,15:49:32,Y,309930,조이웍스앤코,D9,뉴스형(즉시조치),자본·조직변동,영업양수도,(주)오하임앤컴퍼니 영업양수 결정,(주)오하임앤컴퍼니 주권매매거래정지(영업양수도)
20250917,10:07:11,,476060,온코닉테라퓨틱스,D1,뉴스형(즉시조치),자본·조직변동,무상증자,온코닉테라퓨틱스(주) 무상증자결정,온코닉테라퓨틱스(주) 주권매매거래정지(무상증자)
20250918,15:32:14,,219550,디와이디,D6,뉴스형(즉시조치),자본·조직변동,자본감소,(주)디와이디 (정정)주주총회소집결의(임시주주총회),(주)디와이디 주권매매거래정지(자본감소)
20250918,16:01:09,Y,032790,엠젠솔루션,D8,뉴스형(즉시조치),부실·위험,중요한 영업정지,(주)엠젠솔루션 영업정지,(주)엠젠솔루션 주권매매거래정지(중요한 영업정지)
20250919,17:03:14,Y,079950,인베니아,D9,뉴스형(즉시조치),자본·조직변동,자본감소,인베니아(주) 감자결정,인베니아(주) 주권매매거래정지(자본감소)
20250919,18:00:25,Y,101000,KS인더스트리,D6,뉴스형(즉시조치),부실·위험,불성실공시법인 지정,"(주)케이에스인더스트리 불성실공시법인지정(공시번복 1건, 공시변경 1건)",(주)케이에스인더스트리 주권매매거래정지(불성실공시법인 지정)
20250922,16:31:26,Y,106520,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)노블엠앤비 기타시장안내(정리매매 보류 관련),(주)노블엠앤비 주권매매거래정지(투자자 보호)
20250922,16:57:39,Y,269620,시스웍,(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)시스웍 (정정)상장폐지,(주)시스웍 주권매매거래정지(투자자 보호)
20250922,18:02:59,Y,449020,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,유안타제13호기업인수목적 주식회사 상장폐지,유안타제13호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250924,17:07:17,Y,096350,대창솔루션,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)대창솔루션 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250924,18:01:02,Y,448740,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,삼성기업인수목적8호(주) 상장폐지,삼성기업인수목적8호(주) 주권매매거래정지(상장폐지 사유발생)
20250926,17:57:06,Y,446750,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,하나26호기업인수목적 주식회사 상장폐지,하나26호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250929,15:51:21,Y,347700,스피어,D2,뉴스형(즉시조치),대형계약,단일판매공급계약,(주)스피어코퍼레이션 단일판매ㆍ공급계약체결,(주)스피어코퍼레이션 주권매매거래정지(단일판매공급계약)
20250929,16:42:32,Y,335890,(상장폐지),D1,뉴스형(즉시조치),부실·위험,투자자 보호 : 자진 상장폐지 결정,(주)비올 주주총회소집결의(임시주주총회),(주)비올 주권매매거래정지(투자자 보호 : 자진 상장폐지 결정)
20250929,17:49:49,Y,454750,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,하나28호기업인수목적 주식회사 주권매매거래정지(SPAC 소멸합병)
20250930,17:52:13,Y,060230,제이케이시냅스,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"소니드(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20251001,13:51:16,,126880,제이엔케이글로벌,D8,뉴스형(즉시조치),대형계약,단일판매공급계약,제이엔케이글로벌(주) 단일판매ㆍ공급계약체결,제이엔케이글로벌(주) 주권매매거래정지(단일판매공급계약)
20251001,15:34:46,,046070,코다코,(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)코다코 (정정)상장폐지,(주)코다코 주권매매거래정지(투자자 보호)
20251001,15:44:19,Y,096610,알에프세미,(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,주식회사알에프세미 기타시장안내(정리매매 보류 관련),주식회사알에프세미 주권매매거래정지(투자자 보호)
20251001,16:42:20,Y,040350,크레오에스지,D8,뉴스형(즉시조치),자본·조직변동,자본감소,(주)크레오에스지 감자결정,(주)크레오에스지 주권매매거래정지(자본감소)
20251010,18:07:21,Y,442900,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,미래에셋드림기업인수목적1호 주식회사 관리종목지정사유추가(상장폐지사유 발생),미래에셋드림기업인수목적1호 주식회사 주권매매거래정지(상장폐지 사유발생)
20251015,16:26:14,Y,035290,골드앤에스,D9,뉴스형(즉시조치),자본·조직변동,자본감소,(주)골드앤에스 감자결정,(주)골드앤에스 주권매매거래정지(자본감소)
20251015,16:48:07,Y,244460,올리패스,(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,올리패스(주) (정정)상장폐지,올리패스(주) 주권매매거래정지(투자자 보호)
20251015,16:57:01,Y,466910,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,엔에이치기업인수목적30호 주식회사 회사합병 결정(SPAC 소멸합병),엔에이치기업인수목적30호 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20251017,16:27:25,Y,071200,인피니트헬스케어,D6,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,(주)인피니트헬스케어 횡령ㆍ배임혐의발생,(주)인피니트헬스케어 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20251020,15:43:33,Y,036630,세종텔레콤,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"세종텔레콤(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20251020,16:50:32,Y,442770,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,아이비케이에스제21호기업인수목적 주식회사 주권매매거래정지(SPAC 소멸합병)
20251020,17:17:22,Y,365590,하이딥,D8,뉴스형(즉시조치),자본·조직변동,자본감소,(주)하이딥 감자결정,(주)하이딥 주권매매거래정지(자본감소)
20251020,17:25:10,Y,069920,엑시온그룹,D7,뉴스형(즉시조치),대형계약,단일판매공급계약,(주)엑시온그룹 단일판매ㆍ공급계약체결,(주)엑시온그룹 주권매매거래정지(단일판매공급계약)
20251021,17:31:20,Y,112290,와이씨켐,D2,뉴스형(즉시조치),자본·조직변동,영업양수도,와이씨켐(주) 영업양수 결정,와이씨켐(주) 주권매매거래정지(영업양수도)
20251022,11:09:23,,456160,지투지바이오,D1,뉴스형(즉시조치),자본·조직변동,무상증자,(주)지투지바이오 무상증자결정,(주)지투지바이오 주권매매거래정지(무상증자)
20251024,13:29:32,,460940,피앤에스로보틱스,D2,뉴스형(즉시조치),자본·조직변동,무상증자,(주)피앤에스로보틱스 무상증자결정,(주)피앤에스로보틱스 주권매매거래정지(무상증자)
20251028,09:19:07,,456010,아이씨티케이,D1,뉴스형(즉시조치),대형계약,단일판매공급계약,아이씨티케이 주식회사 단일판매ㆍ공급계약체결,아이씨티케이 주식회사 주권매매거래정지(단일판매공급계약)
20251029,12:41:35,,234920,자이글,D5,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상(사유발생,자이글(주) 기타시장안내(상장적격성 실질심사 관련 안내),자이글(주) 주권매매거래정지(상장적격성 실질심사 대상(사유발생))
20251029,13:37:17,,347850,디앤디파마텍,D1,뉴스형(즉시조치),자본·조직변동,무상증자,(주)디앤디파마텍 무상증자결정,(주)디앤디파마텍 주권매매거래정지(무상증자)
20251029,18:19:20,Y,033500,동성화인텍,D2,뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,(주)동성화인텍 조회공시요구(풍문또는보도)(회계처리기준 위반),(주)동성화인텍 주권매매거래정지(풍문 또는 보도 관련)
20251031,17:43:53,Y,448370,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,하나27호기업인수목적 주식회사 상장폐지,하나27호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20251103,14:57:30,,203650,드림시큐리티,D3,뉴스형(즉시조치),자본·조직변동,무상증자,(주)드림시큐리티 무상증자결정,(주)드림시큐리티 주권매매거래정지(무상증자)
20251104,16:27:31,Y,219550,디와이디,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)디와이디 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20251106,15:48:57,Y,335890,(상장폐지),D1,뉴스형(즉시조치),부실·위험,자진상장폐지 신청,(주)비올 기타 경영사항(자율공시)(상장폐지신청서 제출),(주)비올 주권매매거래정지(자진상장폐지 신청)
20251110,11:06:14,,217190,제너셈,D7,뉴스형(즉시조치),자본·조직변동,무상증자,제너셈(주) 무상증자결정,제너셈(주) 주권매매거래정지(무상증자)
20251111,15:53:10,Y,072990,에이치시티,D8,뉴스형(즉시조치),자본·조직변동,무상증자,(주)에이치시티 무상증자결정,(주)에이치시티 주권매매거래정지(무상증자)
20251112,11:30:18,,140430,카티스,D3,뉴스형(즉시조치),자본·조직변동,무상증자,(주)카티스 무상증자결정,(주)카티스 주권매매거래정지(무상증자)
20251112,16:52:06,Y,121850,코이즈,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)코이즈 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20251114,14:22:24,,455180,케이지에이,D4,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,케이지에이(주) 기타시장안내(상장적격성 실질심사 관련),케이지에이(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20251114,16:16:39,Y,451700,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,엔에이치기업인수목적29호 주식회사 회사합병 결정(SPAC 소멸합병),엔에이치기업인수목적29호 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20251114,16:51:25,Y,419080,엔젯,D6,뉴스형(즉시조치),자본·조직변동,영업양수도,엔젯 주식회사 주주명부폐쇄기간 또는 기준일 설정,엔젯 주식회사 주권매매거래정지(영업양수도)
20251114,16:52:03,Y,079950,인베니아,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"인베니아(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20251114,16:58:36,Y,348370,엔켐,D1,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,(주)엔켐 기타시장안내(상장적격성 실질심사 관련),(주)엔켐 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20251114,17:26:24,Y,335810,프리시젼바이오,D10,뉴스형(즉시조치),자본·조직변동,우회상장여부 및 요건충족확인,프리시젼바이오(주) 회사합병 결정(간이합병),프리시젼바이오(주) 주권매매거래정지(우회상장여부 및 요건충족확인)
20251120,15:29:12,,245620,EDGC,(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,이원다이애그노믹스(주) 기타시장안내(정리매매 보류 관련),이원다이애그노믹스(주) 주권매매거래정지(투자자 보호)
20251120,16:54:56,Y,040350,크레오에스지,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)크레오에스지 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
