code,amihud,intraday,ext15,vol,decile,충격_5천만원_pct,충격_1억원_pct
251630,0.4436,5.0559,0.9917,3.9859,D7,0.2218,0.4436
251970,0.0594,4.9882,0.1653,3.0462,D4,0.0297,0.0594
252500,0.6669,3.5588,0.3306,2.8264,D7,0.3335,0.6669
252990,0.066,5.8641,0.3306,4.2309,D3,0.033,0.066
253450,0.0377,3.3029,0.1653,2.5571,D3,0.0189,0.0377
253590,0.0257,6.2622,2.314,5.2413,D1,0.0129,0.0257
253840,0.1186,5.5411,1.3223,4.4476,D2,0.0593,0.1186
254120,0.4585,4.8403,0.6612,3.4358,D8,0.2293,0.4585
254490,0.1163,5.5311,2.1488,4.9366,D3,0.0582,0.1163
255220,0.0453,6.1919,2.1488,5.3149,D2,0.0227,0.0453
255440,0.4853,5.3072,0.1653,3.1329,D7,0.2427,0.4853
256150,0.8494,2.0091,0.0,1.0836,D10,0.4247,0.8494
256630,1.9543,3.6719,0.3384,2.3428,D10,0.9772,1.9543
256840,0.0474,5.1046,0.6612,3.7519,D2,0.0237,0.0474
256940,0.2909,5.6275,1.4876,4.3991,D5,0.1454,0.2909
257370,1.2763,6.0502,0.9547,4.0229,D10,0.6381,1.2763
257720,0.0067,6.2688,1.3223,4.9208,D1,0.0034,0.0067
258610,1.6999,6.49,1.157,4.0818,D10,0.8499,1.6999
258790,0.9163,6.0262,1.7889,4.8194,D7,0.4581,0.9163
259630,0.1658,4.8665,0.8264,3.4178,D5,0.0829,0.1658
260660,0.5281,4.3205,0.8264,3.5056,D5,0.2641,0.5281
260930,0.3481,5.5931,0.3306,3.4667,D5,0.1741,0.3481
260970,0.0824,6.1368,2.1488,5.0685,D3,0.0412,0.0824
261200,0.3809,3.5356,0.3306,2.6611,D7,0.1905,0.3809
261520,0.2385,7.6502,3.0303,5.3234,D2,0.1193,0.2385
261780,0.4117,5.4555,0.9917,4.0092,D4,0.2058,0.4117
262260,0.4293,5.1846,0.4959,3.9287,D7,0.2146,0.4293
262840,0.9501,4.1512,0.0,2.4838,D9,0.4751,0.9501
263020,0.4338,3.4357,0.3306,2.6548,D8,0.2169,0.4338
263050,0.6225,5.8431,1.5656,4.3978,D8,0.3113,0.6225
263600,0.481,4.2917,0.1653,2.8809,D6,0.2405,0.481
263690,0.8097,3.0252,0.1653,1.8245,D10,0.4049,0.8097
263700,0.7175,5.3251,1.3223,4.2498,D7,0.3587,0.7175
263720,0.194,4.4952,0.9917,3.6542,D5,0.097,0.194
263750,0.016,4.145,0.6612,3.594,D1,0.008,0.016
263770,2.1706,3.4291,0.3306,2.4366,D10,1.0853,2.1706
263800,0.2055,4.9468,0.6612,3.5278,D4,0.1028,0.2055
263810,0.4454,3.7032,0.3306,2.4216,D7,0.2227,0.4454
263860,0.3517,4.915,0.4959,3.4025,D7,0.1758,0.3517
263920,2.0888,3.5714,0.3401,2.4226,D10,1.0444,2.0888
264450,0.2614,3.4063,0.4959,2.6821,D7,0.1307,0.2614
264660,0.152,4.7595,0.8264,3.6978,D4,0.076,0.152
264850,0.059,6.189,1.4876,4.7715,D2,0.0295,0.059
265520,0.0709,4.0489,0.4959,3.3935,D3,0.0354,0.0709
265560,0.629,2.9879,0.4959,2.586,D9,0.3145,0.629
265740,0.3213,5.6798,1.157,4.4045,D6,0.1606,0.3213
267320,0.0745,5.3687,1.157,3.9762,D3,0.0373,0.0745
267790,1.8068,3.3071,0.0,1.96,D10,0.9034,1.8068
267980,0.249,2.0541,0.0,1.2408,D9,0.1245,0.249
270520,0.1805,7.7176,3.3956,6.2025,D4,0.0902,0.1805
270660,0.0764,5.7435,2.4793,4.9818,D2,0.0382,0.0764
270870,0.7613,4.0093,0.9917,3.1439,D8,0.3807,0.7613
271830,0.5854,5.2456,1.6529,4.3886,D5,0.2927,0.5854
272110,0.1109,5.5333,0.6612,3.905,D4,0.0554,0.1109
272290,0.035,4.2445,0.4959,3.4137,D3,0.0175,0.035
273060,0.4947,5.3912,1.4876,3.9609,D6,0.2474,0.4947
273640,0.5561,4.1481,0.8264,3.266,D6,0.2781,0.5561
274090,0.0855,5.6992,1.4876,4.654,D2,0.0427,0.0855
274400,1.1716,5.1361,0.3306,3.1985,D9,0.5858,1.1716
275630,2.9264,3.7738,0.0,2.2477,D10,1.4632,2.9264
276040,0.4743,6.7165,2.0036,4.8569,D7,0.2372,0.4743
276730,0.7991,7.0312,2.2727,5.029,D6,0.3996,0.7991
277070,0.9067,5.6296,1.3223,3.9974,D5,0.4533,0.9067
277410,0.5292,2.7765,0.0,1.6714,D8,0.2646,0.5292
277810,0.0035,5.2005,1.3223,4.4549,D1,0.0018,0.0035
277880,0.3531,4.3325,0.3306,3.0694,D8,0.1765,0.3531
278280,0.0916,4.7667,0.9917,3.8581,D4,0.0458,0.0916
278650,0.239,5.1865,1.0152,3.9871,D4,0.1195,0.239
279600,1.9925,5.7132,1.1161,4.1862,D9,0.9962,1.9925
281740,0.029,5.7683,1.157,4.4949,D1,0.0145,0.029
282720,0.1861,5.7056,1.9835,4.2642,D3,0.0931,0.1861
282880,0.1492,4.1834,0.8264,3.4881,D5,0.0746,0.1492
284620,0.7568,8.0482,2.7919,5.6074,D7,0.3784,0.7568
285490,0.1743,4.61,1.4876,4.1201,D5,0.0872,0.1743
285800,0.6247,5.9184,1.4876,4.2207,D6,0.3123,0.6247
286750,0.6462,6.8189,1.9835,4.83,D8,0.3231,0.6462
287410,0.0129,3.3015,0.5181,3.3565,D1,0.0064,0.0129
287840,0.0275,7.3108,1.8657,5.5619,D1,0.0137,0.0275
288330,0.1622,9.9097,6.2157,7.962,D3,0.0811,0.1622
288620,0.4485,4.8705,0.3306,3.2867,D6,0.2242,0.4485
288980,0.428,5.6608,1.3223,4.2501,D6,0.214,0.428
289010,0.7155,4.0674,1.6529,3.9224,D7,0.3577,0.7155
289080,0.2061,4.586,0.8264,3.7362,D5,0.103,0.2061
289220,0.4238,5.3071,0.6612,4.0925,D6,0.2119,0.4238
289930,0.1321,6.6433,1.2285,4.5186,D3,0.066,0.1321
290090,2.4721,4.1657,0.1653,2.7568,D10,1.2361,2.4721
290120,1.9661,4.0466,0.6612,2.9824,D10,0.983,1.9661
290270,0.9009,3.8777,0.3306,2.4281,D9,0.4505,0.9009
290520,2.464,5.7935,1.4876,3.9102,D9,1.232,2.464
290550,0.1431,5.1985,0.8264,3.9412,D4,0.0716,0.1431
290560,1.5502,5.9373,1.3514,4.2212,D8,0.7751,1.5502
290650,0.0281,5.7514,1.3223,4.3851,D1,0.0141,0.0281
290660,1.1315,6.4356,2.0305,4.7272,D7,0.5657,1.1315
290670,0.439,5.0794,1.157,4.2423,D5,0.2195,0.439
290690,0.0548,8.4937,4.2589,6.4871,D2,0.0274,0.0548
290720,1.1722,7.1988,1.157,4.0476,D8,0.5861,1.1722
290740,0.7399,4.9032,0.9917,3.6129,D7,0.3699,0.7399
291230,0.475,5.4414,2.1488,4.5266,D5,0.2375,0.475
291650,0.6532,7.0524,2.1488,5.1972,D7,0.3266,0.6532
291810,1.7464,5.7349,1.8182,4.6137,D9,0.8732,1.7464
293490,0.0375,3.4116,0.3306,2.998,D3,0.0188,0.0375
293580,0.1889,5.3621,1.8182,4.7538,D3,0.0944,0.1889
293780,0.2304,6.3118,1.157,4.5378,D5,0.1152,0.2304
294090,0.0629,9.5078,8.5034,8.7132,D2,0.0314,0.0629
294140,0.5155,7.2164,2.0305,5.1612,D6,0.2578,0.5155
294570,0.1675,5.0542,1.6529,4.2349,D3,0.0837,0.1675
294630,0.1168,5.9552,2.1488,4.8278,D3,0.0584,0.1168
295310,0.0283,7.9903,5.1546,6.5355,D1,0.0142,0.0283
296640,0.857,4.7098,0.4959,3.2245,D8,0.4285,0.857
297090,0.1585,5.0118,0.9917,4.0333,D6,0.0793,0.1585
297570,1.27,5.0489,0.6612,3.74,D9,0.635,1.27
297890,0.1035,5.0164,0.8264,3.9483,D2,0.0517,0.1035
298060,1.1439,6.8709,1.3582,4.8049,D8,0.5719,1.1439
298380,0.005,6.2241,2.314,5.138,D1,0.0025,0.005
298540,0.2433,3.2583,0.0,1.9407,D8,0.1217,0.2433
298830,0.0545,5.3898,1.4876,4.1906,D2,0.0273,0.0545
299030,0.1451,5.5242,0.9917,4.0248,D4,0.0726,0.1451
299170,0.2792,5.2062,0.9917,3.7339,D4,0.1396,0.2792
299660,0.1378,8.0215,4.1459,6.8466,D4,0.0689,0.1378
299900,0.21,5.5626,0.8264,4.1592,D5,0.105,0.21
300080,0.1282,6.1979,2.1488,5.5717,D4,0.0641,0.1282
300120,0.4375,5.8336,0.6612,4.0173,D6,0.2187,0.4375
301300,1.0288,5.9731,1.4876,4.3007,D8,0.5144,1.0288
302430,0.5247,5.1342,0.9917,3.6333,D6,0.2623,0.5247
302550,0.4707,4.8045,0.4959,2.8775,D6,0.2353,0.4707
303030,0.9337,5.9793,0.8475,4.3621,D8,0.4668,0.9337
303360,1.2218,4.7791,0.1653,2.9211,D10,0.6109,1.2218
303530,0.8399,4.7325,0.4959,3.0674,D7,0.4199,0.8399
303810,0.1726,3.6902,0.3003,2.7804,D3,0.0863,0.1726
304100,0.0476,5.7353,2.314,4.629,D2,0.0238,0.0476
304360,0.0798,7.9931,3.1509,6.0192,D3,0.0399,0.0798
304840,0.4817,7.3411,1.9835,5.2407,D5,0.2409,0.4817
305090,0.1656,6.3183,0.8278,4.1815,D5,0.0828,0.1656
306040,0.7967,5.0357,1.9835,4.5482,D7,0.3984,0.7967
306620,0.2068,5.476,1.157,4.0915,D5,0.1034,0.2068
307180,0.3192,6.2901,2.9752,5.1165,D5,0.1596,0.3192
307280,0.5972,3.4771,0.0,2.1497,D10,0.2986,0.5972
307750,0.2188,4.2221,1.157,3.5006,D4,0.1094,0.2188
307870,0.4337,9.0074,3.4711,6.4077,D6,0.2169,0.4337
307930,0.1846,5.491,1.8182,4.5989,D4,0.0923,0.1846
308080,0.4795,6.2666,3.1457,5.4258,D5,0.2397,0.4795
308100,0.8774,6.782,3.4826,5.9045,D5,0.4387,0.8774
308430,0.0488,7.3905,2.4155,5.5777,D2,0.0244,0.0488
309710,0.0673,9.2138,4.4586,7.5587,D2,0.0337,0.0673
309930,0.9601,6.9326,2.0339,5.2067,D9,0.4801,0.9601
309960,0.2919,5.0869,1.3223,3.9738,D5,0.1459,0.2919
310200,0.1671,4.0752,0.0,2.6218,D6,0.0835,0.1671
310210,0.0167,7.124,1.157,5.0723,D1,0.0083,0.0167
310870,0.9592,4.3398,0.3306,2.95,D9,0.4796,0.9592
311320,0.5091,4.6092,0.8264,3.4852,D8,0.2546,0.5091
311390,0.6072,4.3203,0.0,3.1535,D8,0.3036,0.6072
311690,0.7492,3.8325,0.3306,3.2202,D8,0.3746,0.7492
312610,3.3675,5.2498,2.1488,4.7533,D10,1.6838,3.3675
314130,0.2683,6.9685,2.1488,5.3725,D4,0.1341,0.2683
314140,0.8512,4.1511,0.0,2.4167,D9,0.4256,0.8512
314930,0.1003,5.67,0.9917,4.0907,D3,0.0502,0.1003
315640,0.1658,5.4362,0.9917,3.9954,D5,0.0829,0.1658
317120,0.6345,6.3402,2.1488,5.0392,D6,0.3173,0.6345
317240,0.3728,8.0197,2.5404,5.5837,D6,0.1864,0.3728
317330,0.0442,6.4947,1.8182,4.9876,D2,0.0221,0.0442
317530,1.3586,6.321,0.8264,3.8018,D9,0.6793,1.3586
317690,0.3335,6.8431,2.9851,5.3149,D5,0.1668,0.3335
317770,0.1622,6.9432,1.8182,5.2019,D4,0.0811,0.1622
317830,0.1638,6.162,1.4876,4.6154,D3,0.0819,0.1638
317850,0.156,4.2506,0.6612,3.6904,D4,0.078,0.156
317870,0.6293,4.7875,0.1653,3.0419,D8,0.3146,0.6293
318000,0.5734,4.0716,0.3306,2.6785,D7,0.2867,0.5734
318010,1.8845,3.5395,0.3306,2.6772,D10,0.9423,1.8845
318020,1.4148,5.2261,0.3781,3.5134,D9,0.7074,1.4148
318060,0.0436,9.7803,3.4146,6.4197,D1,0.0218,0.0436
318160,0.572,5.7915,0.8264,3.724,D8,0.286,0.572
318410,0.7611,3.0906,0.0,2.1701,D10,0.3805,0.7611
319400,0.0315,5.4038,2.4834,4.7162,D1,0.0158,0.0315
319660,0.0215,5.3415,0.6612,4.3678,D1,0.0108,0.0215
320000,0.2736,7.1732,2.8814,5.3763,D5,0.1368,0.2736
321260,0.38,5.0114,1.4876,4.3333,D4,0.19,0.38
321370,0.2265,7.5829,3.5714,6.0004,D3,0.1132,0.2265
321550,0.3126,6.4295,0.8264,4.243,D6,0.1563,0.3126
321820,0.1749,5.9096,1.4876,4.7089,D4,0.0875,0.1749
322180,0.2727,5.8176,0.9917,4.2138,D5,0.1364,0.2727
322310,0.1046,6.3448,1.4876,4.8554,D3,0.0523,0.1046
322510,0.1141,6.6206,2.1488,5.251,D4,0.0571,0.1141
322780,0.6869,7.3647,3.056,5.9154,D7,0.3435,0.6869
323280,0.0213,8.1926,3.4711,6.2595,D1,0.0107,0.0213
323350,0.4322,7.0056,2.087,5.2064,D6,0.2161,0.4322
323990,0.1047,4.5952,0.8264,3.7084,D4,0.0524,0.1047
327260,0.2568,7.1628,2.4793,5.1119,D3,0.1284,0.2568
328130,0.0132,5.595,1.157,4.3901,D1,0.0066,0.0132
328380,1.0053,5.1166,1.1844,3.7837,D8,0.5026,1.0053
330350,0.275,4.2809,0.6612,3.5805,D4,0.1375,0.275
330730,0.3536,4.4634,0.3306,3.1303,D6,0.1768,0.3536
330860,0.121,6.0707,2.1488,5.119,D2,0.0605,0.121
331380,0.4627,6.6152,1.4876,4.2943,D7,0.2313,0.4627
331520,0.7683,4.6789,1.0187,3.6106,D8,0.3842,0.7683
331740,0.117,7.8695,1.2876,5.6867,D2,0.0585,0.117
331920,1.3867,6.2504,2.6446,5.0331,D7,0.6934,1.3867
332290,0.5262,4.7321,0.3306,2.982,D7,0.2631,0.5262
332370,1.645,3.1755,0.0,1.9763,D10,0.8225,1.645
332570,0.0663,6.1438,1.3223,4.9165,D2,0.0331,0.0663
333050,1.1277,4.1747,0.339,2.865,D9,0.5638,1.1277
333430,0.1159,6.0411,0.9917,4.1487,D2,0.058,0.1159
333620,0.6484,4.1992,0.3306,2.9571,D8,0.3242,0.6484
334970,0.2371,5.0248,0.1653,3.1816,D7,0.1185,0.2371
335810,1.8735,5.2879,0.4959,3.3593,D10,0.9367,1.8735
335870,2.4301,6.455,0.9917,4.1444,D10,1.2151,2.4301
335890,0.0184,4.3026,1.3187,4.2698,D1,0.0092,0.0184
336060,0.3212,4.4274,0.6612,3.0985,D5,0.1606,0.3212
336570,0.0283,4.8458,0.8264,3.8622,D2,0.0142,0.0283
336680,0.3478,3.9803,0.2488,2.7113,D5,0.1739,0.3478
337930,0.1425,5.0505,1.157,4.0744,D4,0.0712,0.1425
338220,0.0576,5.2638,0.3306,4.0352,D3,0.0288,0.0576
338840,0.1033,7.0833,1.6529,5.0644,D3,0.0516,0.1033
339950,0.3526,4.037,0.8264,3.3201,D6,0.1763,0.3526
340360,0.1538,8.0634,3.4768,5.8632,D4,0.0769,0.1538
340440,0.8586,5.0249,1.6529,3.9997,D4,0.4293,0.8586
340450,0.1528,5.0164,0.3891,3.618,D3,0.0764,0.1528
340570,0.0442,4.1879,0.1653,3.1837,D3,0.0221,0.0442
340810,0.77,6.5334,1.9835,4.7236,D6,0.385,0.77
340930,0.3818,8.0569,4.5956,6.6088,D4,0.1909,0.3818
342870,1.1707,5.3645,0.0,3.0603,D7,0.5853,1.1707
344860,1.5036,4.8107,0.4959,3.4238,D9,0.7518,1.5036
347000,0.3572,3.9959,0.4959,2.507,D6,0.1786,0.3572
347700,0.1066,8.7055,4.1391,6.5838,D2,0.0533,0.1066
347740,0.5277,3.9878,0.0,2.5556,D8,0.2639,0.5277
347770,1.0015,5.7099,1.3223,4.0781,D8,0.5007,1.0015
347850,0.0098,7.9547,2.8681,6.2183,D1,0.0049,0.0098
347860,0.2586,7.1447,1.6529,4.9417,D5,0.1293,0.2586
347890,0.5507,3.4883,0.0,2.0358,D9,0.2753,0.5507
348030,2.3461,4.5319,0.4959,3.0537,D10,1.173,2.3461
348080,0.6374,8.4145,2.1488,5.5148,D7,0.3187,0.6374
348150,0.3523,5.377,1.3223,3.984,D5,0.1761,0.3523
348210,0.0403,4.6127,0.1653,3.4637,D3,0.0202,0.0403
348340,0.0428,5.8814,1.99,4.9374,D2,0.0214,0.0428
348350,0.5438,5.2341,0.9917,3.8871,D6,0.2719,0.5438
348370,0.0092,7.5504,3.4768,6.1699,D1,0.0046,0.0092
351320,1.6234,6.8563,1.6529,4.4568,D9,0.8117,1.6234
351330,0.3013,6.0099,0.6612,4.0443,D3,0.1506,0.3013
351870,0.9435,6.7833,1.4151,4.6894,D3,0.4717,0.9435
352090,0.3611,3.1232,0.0,1.9822,D8,0.1805,0.3611
352480,0.0573,5.6051,0.4959,4.1136,D3,0.0286,0.0573
352700,0.8537,2.8309,0.0,1.6421,D10,0.4269,0.8537
352770,0.5217,9.2414,4.9342,7.4334,D6,0.2609,0.5217
352910,0.9548,3.7304,0.4959,2.7314,D10,0.4774,0.9548
352940,2.2796,3.7469,0.0,1.6524,D10,1.1398,2.2796
353190,1.4169,3.7125,0.0,2.0967,D10,0.7085,1.4169
353590,1.025,4.8522,0.6612,3.7129,D8,0.5125,1.025
353810,0.1651,4.078,0.0,2.5986,D6,0.0825,0.1651
354200,0.7116,6.1573,1.8364,5.0104,D7,0.3558,0.7116
354320,0.1221,6.0177,2.314,5.0759,D3,0.0611,0.1221
355150,0.2345,8.1952,2.0583,5.5454,D4,0.1173,0.2345
355390,0.227,7.8997,3.0457,6.113,D4,0.1135,0.227
355690,0.718,7.644,0.8264,4.7959,D6,0.359,0.718
356680,0.0584,6.2827,3.1405,5.9124,D1,0.0292,0.0584
356860,0.0328,6.2675,1.6529,4.8071,D2,0.0164,0.0328
356890,0.4509,5.5181,1.0187,3.7336,D4,0.2254,0.4509
357230,0.7084,3.1266,0.0,1.9871,D9,0.3542,0.7084
357550,0.3089,4.4345,0.1653,2.9027,D8,0.1545,0.3089
357580,0.3649,5.7032,1.8182,4.8018,D5,0.1825,0.3649
357780,0.0227,4.5564,0.6612,3.8711,D2,0.0113,0.0227
357880,0.1861,8.8906,3.1405,6.4823,D3,0.0931,0.1861
358570,0.0302,6.8476,1.157,4.7978,D2,0.0151,0.0302
359090,0.401,4.2556,0.8503,3.3353,D5,0.2005,0.401
360070,0.1643,5.3901,0.8264,3.9675,D4,0.0821,0.1643
360350,0.4853,5.7116,1.2302,4.2341,D3,0.2427,0.4853
361390,0.1669,4.964,0.6612,3.7699,D4,0.0835,0.1669
361570,0.774,4.8983,0.4959,3.1073,D8,0.387,0.774
361670,2.4104,5.1521,1.3223,4.0632,D9,1.2052,2.4104
362320,0.139,5.0492,0.8264,3.5819,D4,0.0695,0.139
362990,0.9291,5.2383,0.8503,3.487,D7,0.4646,0.9291
363250,0.5184,6.6864,1.3223,4.4005,D8,0.2592,0.5184
363260,0.3066,5.7975,1.1864,4.4733,D4,0.1533,0.3066
364950,0.1807,6.1994,1.0601,4.4062,D3,0.0904,0.1807
365270,0.1473,7.5225,2.9752,5.4476,D4,0.0736,0.1473
365330,0.0668,5.8999,2.1488,5.2472,D1,0.0334,0.0668
365340,0.0901,4.4096,0.6612,3.2645,D4,0.0451,0.0901
365590,0.8758,6.1567,1.7036,4.6069,D8,0.4379,0.8758
365900,3.7998,5.7866,0.1653,3.0037,D10,1.8999,3.7998
366030,0.2392,5.133,0.4959,3.4956,D5,0.1196,0.2392
367000,2.1319,4.2523,0.3306,2.2007,D10,1.0659,2.1319
368600,1.0964,6.1354,1.8182,4.6716,D8,0.5482,1.0964
368770,0.0903,6.3704,1.9835,4.7037,D2,0.0452,0.0903
368970,1.3961,4.2365,0.5102,2.8761,D10,0.6981,1.3961
369370,2.2663,5.2347,1.3223,3.7569,D9,1.1332,2.2663
370090,0.1339,5.1883,0.9917,4.0421,D3,0.0669,0.1339
371950,0.3934,6.5015,1.9835,5.0055,D5,0.1967,0.3934
372170,0.1829,4.8257,0.3306,3.6774,D5,0.0915,0.1829
372320,0.0598,5.6001,0.1653,3.7635,D3,0.0299,0.0598
372800,2.1271,6.0597,1.157,4.3894,D9,1.0636,2.1271
373110,0.4211,7.3552,2.7426,5.6599,D3,0.2105,0.4211
373160,0.6668,5.2795,0.5797,3.2054,D6,0.3334,0.6668
373170,1.7513,5.8404,1.157,4.1699,D9,0.8756,1.7513
373200,0.3129,7.8101,3.0664,5.7281,D5,0.1564,0.3129
376180,0.5305,5.5645,1.157,3.7773,D5,0.2653,0.5305
376190,0.9263,4.0155,0.3861,3.3394,D7,0.4631,0.9263
376270,0.1758,6.1442,1.25,4.2784,D5,0.0879,0.1758
376290,1.961,3.5311,0.0,1.8066,D10,0.9805,1.961
376300,0.0314,5.2781,0.6612,3.8822,D2,0.0157,0.0314
376900,0.0122,9.6896,5.0542,7.5103,D1,0.0061,0.0122
376930,0.1483,6.3029,2.314,4.9725,D4,0.0741,0.1483
376980,0.5422,5.0447,0.8264,3.8493,D7,0.2711,0.5422
377030,0.3403,7.7796,3.7415,5.8975,D5,0.1701,0.3403
377220,0.4675,5.5408,0.9917,3.7245,D5,0.2337,0.4675
377330,1.5326,4.5566,0.6612,3.2124,D10,0.7663,1.5326
377450,0.2351,4.3412,0.1653,2.939,D7,0.1175,0.2351
377480,0.1028,5.6821,1.3223,4.4619,D3,0.0514,0.1028
378340,0.0764,5.1891,1.4876,4.2273,D2,0.0382,0.0764
378800,0.1075,8.0744,3.8017,6.0982,D2,0.0537,0.1075
380540,0.3399,7.6093,3.5316,5.6266,D4,0.17,0.3399
380550,0.0217,9.133,4.0,6.7404,D1,0.0109,0.0217
381620,0.0873,7.2349,2.8369,5.2483,D2,0.0436,0.0873
382150,0.0865,7.6446,2.981,5.7358,D1,0.0432,0.0865
382480,0.259,4.1189,0.6612,2.673,D6,0.1295,0.259
382800,0.2123,5.0707,0.8264,3.6052,D5,0.1062,0.2123
382840,0.1927,4.7022,1.157,3.5885,D4,0.0964,0.1927
382900,0.125,5.271,0.6612,3.9474,D3,0.0625,0.125
383310,0.0483,5.0823,0.9917,4.0796,D2,0.0242,0.0483
383930,0.2017,7.2648,2.8099,5.7037,D4,0.1008,0.2017
384470,0.2541,6.3117,0.8264,4.4083,D5,0.1271,0.2541
387570,0.4055,5.411,0.8242,3.8083,D4,0.2027,0.4055
388050,0.0561,5.8311,1.157,4.3117,D2,0.028,0.0561
388210,0.017,8.459,1.3605,5.9982,D1,0.0085,0.017
388610,2.53,6.6907,0.5085,4.8184,D2,1.265,2.53
388720,0.0382,5.9102,1.6529,4.8711,D2,0.0191,0.0382
388790,0.148,7.2372,2.649,5.8363,D2,0.074,0.148
388870,0.1926,6.7955,2.1488,4.8577,D4,0.0963,0.1926
389020,0.07,7.2463,3.1405,5.8993,D2,0.035,0.07
389030,0.3975,6.7306,1.3223,4.4379,D6,0.1987,0.3975
389140,0.1431,7.5565,4.3046,6.79,D2,0.0716,0.1431
389260,0.174,5.6097,2.1488,4.6522,D4,0.087,0.174
389470,0.043,8.1207,2.4876,6.1676,D1,0.0215,0.043
389500,0.116,6.9185,2.314,5.4547,D2,0.058,0.116
389650,0.0348,7.1305,1.7817,5.1095,D1,0.0174,0.0348
389680,0.5283,7.0461,3.7736,6.3181,D6,0.2641,0.5283
391710,0.3809,5.6992,1.157,3.8843,D5,0.1905,0.3809
393210,0.1122,6.6846,1.6529,4.6791,D2,0.0561,0.1122
393890,0.0613,5.7878,1.3223,4.4692,D2,0.0307,0.0613
393970,0.0854,6.8268,3.7037,5.5153,D1,0.0427,0.0854
394280,0.0791,5.6064,0.8264,4.3372,D2,0.0396,0.0791
394800,0.0384,7.364,2.0356,5.3679,D1,0.0192,0.0384
396270,0.1113,7.1012,2.6446,5.5966,D4,0.0557,0.1113
396300,0.2196,5.3901,1.6529,4.2466,D4,0.1098,0.2196
396470,0.1155,5.4887,1.3223,4.4295,D2,0.0578,0.1155
397030,0.0256,6.4213,0.9917,4.7232,D1,0.0128,0.0256
397810,0.6352,5.7042,0.4854,3.7649,D4,0.3176,0.6352
398120,0.6308,6.8625,1.3587,4.387,D6,0.3154,0.6308
399720,0.034,5.6648,1.6529,4.8457,D1,0.017,0.034
402030,0.1839,5.6544,1.4876,4.557,D5,0.0919,0.1839
402490,0.0656,6.2238,2.314,5.0266,D2,0.0328,0.0656
403490,0.198,4.5851,0.3306,3.2556,D4,0.099,0.198
403850,0.1174,5.6755,1.3423,4.4761,D1,0.0587,0.1174
403870,0.0061,5.4437,1.4876,4.54,D1,0.003,0.0061
405000,2.1983,6.9571,2.0408,5.1433,D8,1.0992,2.1983
405100,0.1638,5.4907,1.3223,4.3051,D3,0.0819,0.1638
405920,1.9721,4.5245,0.1653,2.6802,D9,0.9861,1.9721
406820,0.6413,6.4223,2.314,5.2073,D5,0.3207,0.6413
407400,0.167,5.4652,1.157,4.1608,D4,0.0835,0.167
408900,0.177,6.853,1.9835,5.1661,D3,0.0885,0.177
408920,0.9766,3.6515,0.1653,2.3052,D10,0.4883,0.9766
411080,0.1212,6.2337,1.4876,4.8328,D2,0.0606,0.1212
412350,0.3146,7.2088,3.3058,5.8656,D4,0.1573,0.3146
412540,0.2176,5.9657,1.7857,4.5852,D3,0.1088,0.2176
413390,0.1744,6.1535,1.5345,4.5195,D3,0.0872,0.1744
413630,0.3103,7.3168,2.518,5.4132,D2,0.1552,0.3103
413640,0.2825,6.0454,1.9835,4.5403,D5,0.1412,0.2825
415380,0.6609,3.9914,0.1724,2.6166,D6,0.3305,0.6609
416180,0.071,6.2228,1.8182,5.1122,D3,0.0355,0.071
417010,0.22,6.2663,2.4793,5.0295,D3,0.11,0.22
417180,0.4554,5.1962,0.8475,3.6308,D5,0.2277,0.4554
417200,0.0211,5.3822,1.3223,4.2604,D1,0.0106,0.0211
417500,0.2473,5.0086,0.8264,3.7717,D5,0.1236,0.2473
417790,0.2637,2.7242,0.0,1.6293,D9,0.1319,0.2637
417840,0.1911,6.7026,2.4793,5.4558,D3,0.0956,0.1911
417860,0.8908,6.2993,2.314,5.3796,D7,0.4454,0.8908
417970,0.3254,5.39,1.157,3.8833,D5,0.1627,0.3254
418420,0.2522,6.241,1.6529,4.7742,D5,0.1261,0.2522
418470,0.1552,4.3051,0.8264,3.3693,D4,0.0776,0.1552
418550,0.0932,5.4487,1.3223,4.1569,D3,0.0466,0.0932
418620,0.4971,7.4283,1.9332,5.0177,D3,0.2486,0.4971
419050,0.1941,4.733,1.4876,4.0626,D4,0.097,0.1941
419080,0.4225,6.2498,0.8264,4.1297,D6,0.2113,0.4225
419120,0.3979,5.3539,0.8264,3.5737,D5,0.1989,0.3979
419530,0.0661,6.2994,1.8182,5.0478,D3,0.033,0.0661
419540,0.3429,5.0133,1.0169,3.4216,D7,0.1714,0.3429
420570,0.433,6.3646,2.3679,4.8851,D4,0.2165,0.433
420770,0.0649,5.6618,1.157,4.2906,D3,0.0325,0.0649
424760,1.5226,6.5728,1.0187,4.0881,D8,0.7613,1.5226
424870,0.038,6.852,2.5735,5.2624,D1,0.019,0.038
424960,0.1287,5.728,0.8264,4.0214,D4,0.0643,0.1287
424980,0.6115,6.8134,1.8182,4.955,D5,0.3057,0.6115
425040,0.1121,5.382,0.9917,4.3813,D2,0.056,0.1121
425420,0.0978,6.5082,0.8264,4.7201,D4,0.0489,0.0978
429270,0.5767,7.0049,2.9752,5.7767,D5,0.2883,0.5767
430690,0.2069,6.8416,2.4793,5.1058,D3,0.1034,0.2069
431190,0.351,6.0708,0.6682,3.9036,D4,0.1755,0.351
432430,0.2832,5.5199,0.9917,4.1527,D4,0.1416,0.2832
