공시일,종목코드,종목명,사유성격,정지사유,시차_분,동반공시_원문,동반공시_유형,정지공시_원문
20250324,418210,(상장폐지),부실·위험,상장폐지사유 발생,1,신한제10호기업인수목적 주식회사 상장폐지,상장폐지,신한제10호기업인수목적 주식회사 주권매매거래정지(상장폐지사유 발생)
20250325,052770,아이톡시,부실·위험,관리종목지정사유발생,0,(주)아이톡시 감사보고서 제출,감사보고서 제출,(주)아이톡시 주권매매거래정지(관리종목지정사유발생)
20250326,440790,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,1,교보13호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,교보13호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250331,043220,티에스넥스젠,부실·위험,풍문 또는 보도 관련,0,(주)티에스넥스젠 조회공시요구(풍문또는보도)(감사의견 비적정설),조회공시요구,(주)티에스넥스젠 주권매매거래정지(풍문 또는 보도 관련)
20250401,001840,이화공영,부실·위험,회생절차 개시신청,1,이화공영(주) 관리종목지정(회생절차 개시신청),관리종목지정,이화공영(주) 주권매매거래정지(회생절차 개시신청)
20250401,001840,이화공영,부실·위험,회생절차 개시신청,1,이화공영(주) 회생절차개시신청,회생절차개시신청,이화공영(주) 주권매매거래정지(회생절차 개시신청)
20250401,067630,HLB생명과학,자본·조직변동,합병,1,에이치엘비생명과학(주) 회사합병 결정,회사합병 결정,에이치엘비생명과학(주) 주권매매거래정지(합병)
20250401,067630,HLB생명과학,자본·조직변동,합병,0,에이치엘비생명과학(주) 신주인수권증권 매매거래정지(합병),신주인수권증권 매매거래정지,에이치엘비생명과학(주) 주권매매거래정지(합병)
20250401,308100,형지글로벌,자본·조직변동,무상증자,0,(주)형지글로벌 유무상증자결정,유무상증자결정,(주)형지글로벌 주권매매거래정지(무상증자)
20250404,412540,제일엠앤에스,부실·위험,풍문 또는 보도 관련,0,(주)제일엠앤에스 조회공시요구(풍문또는보도)(감사의견 비적정설),조회공시요구,(주)제일엠앤에스 주권매매거래정지(풍문 또는 보도 관련)
20250407,043090,더테크놀로지,부실·위험,사업보고서 미제출,1,(주)더 테크놀로지 기타시장안내(상장폐지 관련),테크놀로지 기타시장안내,(주)더 테크놀로지 주권매매거래정지(사업보고서 미제출)
20250407,060240,스타코링크,부실·위험,상장적격성 실질심사 대상 (사유발생,1,(주)스타코링크 투자주의환기종목지정사유추가(내부회계관리제도 비적정 등),투자주의환기종목지정사유추가,(주)스타코링크 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250407,060240,스타코링크,부실·위험,상장적격성 실질심사 대상 (사유발생,1,(주)스타코링크 관리종목지정(자본잠식률 50%이상 등),관리종목지정,(주)스타코링크 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250407,060240,스타코링크,부실·위험,상장적격성 실질심사 대상 (사유발생,1,(주)스타코링크 기타시장안내(상장적격성 실질심사 관련),기타시장안내,(주)스타코링크 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250407,101390,(상장폐지),부실·위험,풍문 또는 보도 관련,1,(주)아이엠 조회공시요구(풍문또는보도)(감사의견 비적정설),조회공시요구,(주)아이엠 주권매매거래정지(풍문 또는 보도 관련)
20250407,149980,하이로닉,부실·위험,풍문 또는 보도 관련,0,(주)하이로닉 조회공시요구(풍문또는보도)(감사의견 비적정설),조회공시요구,(주)하이로닉 주권매매거래정지(풍문 또는 보도 관련)
20250407,244460,올리패스,부실·위험,상장폐지 사유발생,0,올리패스(주) 기타시장안내(상장폐지 관련),기타시장안내,올리패스(주) 주권매매거래정지(상장폐지 사유발생)
20250407,462860,더즌,자본·조직변동,무상증자,0,(주)더즌 무상증자결정,무상증자결정,(주)더즌 주권매매거래정지(무상증자)
20250408,065650,하이퍼코퍼레이션,자본·조직변동,자본감소,0,(주)하이퍼코퍼레이션 감자결정,감자결정,(주)하이퍼코퍼레이션 주권매매거래정지(자본감소)
20250415,117670,알파칩스,자본·조직변동,자본감소,0,(주)알파홀딩스 감자결정,감자결정,(주)알파홀딩스 주권매매거래정지(자본감소)
20250415,439580,블루엠텍,자본·조직변동,무상증자,1,(주)블루엠텍 무상증자결정,무상증자결정,(주)블루엠텍 주권매매거래정지(무상증자)
20250416,065060,지엔코,자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",0,(주)지엔코 불성실공시법인지정예고(공시불이행),불성실공시법인지정예고,"(주)지엔코 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250417,492220,KB제31호스팩,자본·조직변동,SPAC 합병(예비심사청구대상,0,케이비제31호기업인수목적(주) 회사합병 결정(SPAC 소멸합병),회사합병 결정,케이비제31호기업인수목적(주) 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250423,448280,에코아이,자본·조직변동,무상증자,0,주식회사 에코아이 무상증자결정,무상증자결정,주식회사 에코아이 주권매매거래정지(무상증자)
20250424,347700,스피어,대형계약,단일판매공급계약,0,(주)스피어코퍼레이션 단일판매ㆍ공급계약체결,코퍼레이션 단일판매ㆍ공급계약체결,(주)스피어코퍼레이션 주권매매거래정지(단일판매공급계약)
20250425,083650,비에이치아이,대형계약,단일판매공급계약,0,비에이치아이주식회사 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,비에이치아이주식회사 주권매매거래정지(단일판매공급계약)
20250428,435380,(상장폐지),부실·위험,상장폐지 사유발생,0,유안타제10호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,유안타제10호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250428,435380,(상장폐지),부실·위험,상장폐지 사유발생,1,유안타제10호기업인수목적 주식회사 상장폐지,상장폐지,유안타제10호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250429,023460,(상장폐지),부실·위험,투자자 보호,1,씨앤에이치(주) (정정)상장폐지,(정정)상장폐지,씨앤에이치(주) 주권매매거래정지(투자자 보호)
20250429,023460,(상장폐지),부실·위험,투자자 보호,1,씨앤에이치(주) 기타시장안내(정리매매 보류 관련),기타시장안내,씨앤에이치(주) 주권매매거래정지(투자자 보호)
20250429,052670,(상장폐지),부실·위험,투자자 보호,0,(주)제일바이오 (정정)상장폐지,(정정)상장폐지,(주)제일바이오 주권매매거래정지(투자자 보호)
20250429,052670,(상장폐지),부실·위험,투자자 보호,1,(주)제일바이오 기타시장안내(정리매매 보류 관련),기타시장안내,(주)제일바이오 주권매매거래정지(투자자 보호)
20250429,052670,(상장폐지),부실·위험,투자자 보호,1,(주)제일바이오 기타 경영사항(자율공시)(상장폐지 결정 효력정지 가처분신청),기타 경영사항,(주)제일바이오 주권매매거래정지(투자자 보호)
20250430,435870,(상장폐지),부실·위험,상장폐지 사유발생,0,에스케이증권제8호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,에스케이증권제8호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250430,464580,닷밀,자본·조직변동,무상증자,0,(주)닷밀 주주총회소집결의,주주총회소집결의,(주)닷밀 주권매매거래정지(무상증자)
20250430,464580,닷밀,자본·조직변동,무상증자,0,(주)닷밀 무상증자결정,무상증자결정,(주)닷밀 주권매매거래정지(무상증자)
20250513,086820,바이오솔루션,자본·조직변동,무상증자,1,주식회사 바이오솔루션 주주명부폐쇄기간 또는 기준일 설정,주주명부폐쇄기간 또는 기준일 설정,주식회사 바이오솔루션 주권매매거래정지(무상증자)
20250513,086820,바이오솔루션,자본·조직변동,무상증자,0,주식회사 바이오솔루션 무상증자결정,무상증자결정,주식회사 바이오솔루션 주권매매거래정지(무상증자)
20250513,263920,휴엠앤씨,자본·조직변동,자본감소,0,(주)휴엠앤씨 주주명부폐쇄기간 또는 기준일 설정,주주명부폐쇄기간 또는 기준일 설정,(주)휴엠앤씨 주권매매거래정지(자본감소)
20250513,263920,휴엠앤씨,자본·조직변동,자본감소,0,(주)휴엠앤씨 주주총회소집결의(임시주주총회),주주총회소집결의,(주)휴엠앤씨 주권매매거래정지(자본감소)
20250513,263920,휴엠앤씨,자본·조직변동,자본감소,0,(주)휴엠앤씨 감자결정,감자결정,(주)휴엠앤씨 주권매매거래정지(자본감소)
20250513,435620,(상장폐지),부실·위험,상장폐지 사유발생,1,하나금융25호기업인수목적 주식회사 상장폐지,상장폐지,하나금융25호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250513,435620,(상장폐지),부실·위험,상장폐지 사유발생,0,하나금융25호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,하나금융25호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250513,437780,(상장폐지),부실·위험,상장폐지사유 발생,0,엔에이치기업인수목적24호 주식회사 상장폐지,상장폐지,엔에이치기업인수목적24호 주식회사 주권매매거래정지(상장폐지사유 발생)
20250513,437780,(상장폐지),부실·위험,상장폐지사유 발생,0,엔에이치기업인수목적24호 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,엔에이치기업인수목적24호 주식회사 주권매매거래정지(상장폐지사유 발생)
20250513,454750,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,하나28호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,하나28호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250514,150840,(상장폐지),부실·위험,투자자 보호,0,(주)인트로메딕 (정정)상장폐지,(정정)상장폐지,(주)인트로메딕 주권매매거래정지(투자자 보호)
20250514,150840,(상장폐지),부실·위험,투자자 보호,0,(주)인트로메딕 기타시장안내(정리매매 보류 관련),기타시장안내,(주)인트로메딕 주권매매거래정지(투자자 보호)
20250515,336680,탑런토탈솔루션,자본·조직변동,무상증자,0,(주)탑런토탈솔루션 무상증자결정,무상증자결정,(주)탑런토탈솔루션 주권매매거래정지(무상증자)
20250516,070300,엑스큐어,자본·조직변동,무상증자,0,엑스큐어(주) 유무상증자결정(주주배정후 실권주 일반공모),유무상증자결정,엑스큐어(주) 주권매매거래정지(무상증자)
20250516,442770,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,아이비케이에스제21호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,아이비케이에스제21호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250519,448830,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,미래에셋비전기업인수목적3호 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,미래에셋비전기업인수목적3호 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250520,096690,에이루트,자본·조직변동,자본감소,0,(주)에이루트 감자결정,감자결정,(주)에이루트 주권매매거래정지(자본감소)
20250520,439250,(상장폐지),부실·위험,상장폐지 사유발생,0,삼성기업인수목적7호 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,삼성기업인수목적7호 주식회사 주권매매거래정지(상장폐지 사유발생)
20250520,439250,(상장폐지),부실·위험,상장폐지 사유발생,1,삼성기업인수목적7호 주식회사 상장폐지,상장폐지,삼성기업인수목적7호 주식회사 주권매매거래정지(상장폐지 사유발생)
20250520,439730,(상장폐지),부실·위험,상장폐지사유 발생,0,아이비케이에스제20호기업인수목적 주식회사 상장폐지,상장폐지,아이비케이에스제20호기업인수목적 주식회사 주권매매거래정지(상장폐지사유 발생)
20250520,439730,(상장폐지),부실·위험,상장폐지사유 발생,1,아이비케이에스제20호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,아이비케이에스제20호기업인수목적 주식회사 주권매매거래정지(상장폐지사유 발생)
20250523,200230,텔콘RF제약,자본·조직변동,무상증자,0,(주)텔콘알에프제약 유무상증자결정(주주배정후 실권주 일반공모),유무상증자결정,(주)텔콘알에프제약 주권매매거래정지(무상증자)
20250527,438580,(상장폐지),부실·위험,상장폐지사유 발생,0,엔에이치기업인수목적25호 주식회사 상장폐지,상장폐지,엔에이치기업인수목적25호 주식회사 주권매매거래정지(상장폐지사유 발생)
20250527,438580,(상장폐지),부실·위험,상장폐지사유 발생,0,엔에이치기업인수목적25호 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,엔에이치기업인수목적25호 주식회사 주권매매거래정지(상장폐지사유 발생)
20250528,151910,(상장폐지),부실·위험,투자자 보호,1,(주)퓨처코어 (정정)상장폐지,(정정)상장폐지,(주)퓨처코어 주권매매거래정지(투자자 보호)
20250528,151910,(상장폐지),부실·위험,투자자 보호,1,(주)퓨처코어 기타시장안내(정리매매 보류 관련),기타시장안내,(주)퓨처코어 주권매매거래정지(투자자 보호)
20250528,151910,(상장폐지),부실·위험,투자자 보호,0,(주)퓨처코어 기타 경영사항(자율공시)(상장폐지결정효력정지 가처분 신청),기타 경영사항,(주)퓨처코어 주권매매거래정지(투자자 보호)
20250528,208340,(상장폐지),부실·위험,투자자보호,1,(주)파멥신 (정정)상장폐지,(정정)상장폐지,(주)파멥신 주권매매거래정지(투자자보호)
20250528,208340,(상장폐지),부실·위험,투자자보호,0,(주)파멥신 기타시장안내(정리매매 보류 관련),기타시장안내,(주)파멥신 주권매매거래정지(투자자보호)
20250529,950110,(상장폐지),부실·위험,투자자 보호:자진 상장폐지 결정,0,SBI핀테크솔루션즈(주) 상장폐지결정,상장폐지결정,SBI핀테크솔루션즈(주) 주권매매거래정지(투자자 보호:자진 상장폐지 결정)
20250530,068940,셀피글로벌,부실·위험,투자자 보호,1,(주)셀피글로벌 (정정)상장폐지,(정정)상장폐지,(주)셀피글로벌 주권매매거래정지(투자자 보호)
20250530,068940,셀피글로벌,부실·위험,투자자 보호,1,(주)셀피글로벌 기타시장안내(정리매매 보류 관련),기타시장안내,(주)셀피글로벌 주권매매거래정지(투자자 보호)
20250530,068940,셀피글로벌,부실·위험,투자자 보호,0,(주)셀피글로벌 기타 경영사항(자율공시)(상장폐지결정등 효력정지 가처분신청),기타 경영사항,(주)셀피글로벌 주권매매거래정지(투자자 보호)
20250530,448760,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,아이비케이에스제22호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,아이비케이에스제22호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250605,217620,(상장폐지),부실·위험,투자자 보호,0,선샤인푸드(주) (정정)상장폐지,(정정)상장폐지,선샤인푸드(주) 주권매매거래정지(투자자 보호)
20250605,217620,(상장폐지),부실·위험,투자자 보호,1,선샤인푸드(주) 기타시장안내(정리매매 보류 관련),기타시장안내,선샤인푸드(주) 주권매매거래정지(투자자 보호)
20250605,217620,(상장폐지),부실·위험,투자자 보호,1,선샤인푸드(주) 기타 경영사항(자율공시)(상장폐지결정 효력정지 가처분 신청),기타 경영사항,선샤인푸드(주) 주권매매거래정지(투자자 보호)
20250609,246250,에스엘에스바이오,부실·위험,상장적격성 실질심사 대상 (사유발생,0,(주)에스엘에스바이오 기타시장안내(상장적격성 실질심사 관련 안내),기타시장안내,(주)에스엘에스바이오 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250609,246250,에스엘에스바이오,부실·위험,상장적격성 실질심사 대상 (사유발생,1,(주)에스엘에스바이오 영업정지,영업정지,(주)에스엘에스바이오 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250610,037950,엘컴텍,부실·위험,중요한 영업정지,0,엘컴텍(주) 영업정지,영업정지,엘컴텍(주) 주권매매거래정지(중요한 영업정지)
20250610,300080,플리토,자본·조직변동,무상증자,0,(주)플리토 무상증자결정,무상증자결정,(주)플리토 주권매매거래정지(무상증자)
20250611,039860,나노엔텍,자본·조직변동,우회상장여부 및 요건충족확인,0,(주)나노엔텍 주식교환ㆍ이전 결정,주식교환ㆍ이전 결정,(주)나노엔텍 주권매매거래정지(우회상장여부 및 요건충족확인)
20250611,054630,(상장폐지),부실·위험,투자자 보호,0,(주)에이디칩스 (정정)상장폐지,(정정)상장폐지,(주)에이디칩스 주권매매거래정지(투자자 보호)
20250611,054630,(상장폐지),부실·위험,투자자 보호,1,(주)에이디칩스 기타시장안내(정리매매 보류 관련),기타시장안내,(주)에이디칩스 주권매매거래정지(투자자 보호)
20250611,054630,(상장폐지),부실·위험,투자자 보호,1,(주)에이디칩스 기타 경영사항(자율공시)(상장폐지결정 등 효력정지 가처분 신청),기타 경영사항,(주)에이디칩스 주권매매거래정지(투자자 보호)
20250612,044480,빌리언스,자본·조직변동,자본감소,1,(주)빌리언스 (정정)주주총회소집결의(임시주주총회),(정정)주주총회소집결의(임시주주총회),(주)빌리언스 주권매매거래정지(자본감소)
20250612,044480,빌리언스,자본·조직변동,자본감소,0,(주)빌리언스 유상증자결정(주주배정후 실권주 일반공모),유상증자결정,(주)빌리언스 주권매매거래정지(자본감소)
20250612,044480,빌리언스,자본·조직변동,자본감소,0,(주)빌리언스 감자결정,감자결정,(주)빌리언스 주권매매거래정지(자본감소)
20250613,094820,일진파워,부실·위험,상장적격성 실질심사 대상(사유발생,0,(주)일진파워 횡령ㆍ배임혐의발생,횡령ㆍ배임혐의발생,(주)일진파워 주권매매거래정지(상장적격성 실질심사 대상(사유발생))
20250613,139050,(상장폐지),부실·위험,투자자 보호,0,(주)비에프랩스 (정정)상장폐지,(정정)상장폐지,(주)비에프랩스 주권매매거래정지(투자자 보호)
20250613,139050,(상장폐지),부실·위험,투자자 보호,1,(주)비에프랩스 기타시장안내(정리매매 보류 관련),기타시장안내,(주)비에프랩스 주권매매거래정지(투자자 보호)
20250613,204630,(상장폐지),부실·위험,투자자 보호,0,(주)스튜디오 산타클로스 엔터테인먼트 (정정)상장폐지,산타클로스 엔터테인먼트,(주)스튜디오 산타클로스 엔터테인먼트 주권매매거래정지(투자자 보호)
20250613,204630,(상장폐지),부실·위험,투자자 보호,1,(주)스튜디오 산타클로스 엔터테인먼트 기타시장안내(정리매매 보류 관련),산타클로스 엔터테인먼트 기타시장안내,(주)스튜디오 산타클로스 엔터테인먼트 주권매매거래정지(투자자 보호)
20250613,204630,(상장폐지),부실·위험,투자자 보호,1,(주)스튜디오 산타클로스 엔터테인먼트 기타 경영사항(자율공시)(상장폐지결정 등 효력정지 신청),산타클로스 엔터테인먼트 기타 경영사항,(주)스튜디오 산타클로스 엔터테인먼트 주권매매거래정지(투자자 보호)
20250613,214450,파마리서치,자본·조직변동,분할,0,(주)파마리서치 회사분할 결정,회사분할 결정,(주)파마리서치 주권매매거래정지(분할)
20250613,222810,(상장폐지),부실·위험,투자자 보호,0,(주)세토피아 (정정)상장폐지,(정정)상장폐지,(주)세토피아 주권매매거래정지(투자자 보호)
20250613,222810,(상장폐지),부실·위험,투자자 보호,0,(주)세토피아 기타시장안내(정리매매 보류 관련),기타시장안내,(주)세토피아 주권매매거래정지(투자자 보호)
20250613,222810,(상장폐지),부실·위험,투자자 보호,1,(주)세토피아 기타 경영사항(자율공시)(상장폐지결정 등 효력정지 가처분 신청),기타 경영사항,(주)세토피아 주권매매거래정지(투자자 보호)
20250613,478780,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,대신밸런스제18호기업인수목적(주) 회사합병 결정(SPAC소멸합병),회사합병 결정,대신밸런스제18호기업인수목적(주) 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250616,246960,SCL사이언스,자본·조직변동,무상증자,0,(주)에스씨엘사이언스 무상증자결정,무상증자결정,(주)에스씨엘사이언스 주권매매거래정지(무상증자)
20250620,066790,씨씨에스,부실·위험,상장적격성 실질심사 대상 (사유발생,0,(주)씨씨에스충북방송 기타시장안내(상장적격성 실질심사관련안내),충북방송 기타시장안내,(주)씨씨에스충북방송 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250620,066790,씨씨에스,부실·위험,상장적격성 실질심사 대상 (사유발생,0,(주)씨씨에스충북방송 불성실공시법인지정(공시불이행),충북방송 불성실공시법인지정,(주)씨씨에스충북방송 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250623,258790,소프트캠프,부실·위험,상장적격성 실질심사 대상 (사유발생,1,소프트캠프(주) 기타시장안내(상장적격성 실질심사 관련 안내),기타시장안내,소프트캠프(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250623,258790,소프트캠프,부실·위험,상장적격성 실질심사 대상 (사유발생,0,소프트캠프(주) 횡령ㆍ배임혐의발생,횡령ㆍ배임혐의발생,소프트캠프(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250625,439410,(상장폐지),부실·위험,상장폐지 사유발생,1,엔에이치기업인수목적26호 관리종목지정사유추가(상장폐지 사유발생),관리종목지정사유추가,엔에이치기업인수목적26호 주권매매거래정지(상장폐지 사유발생)
20250625,439410,(상장폐지),부실·위험,상장폐지 사유발생,1,엔에이치기업인수목적26호 상장폐지,상장폐지,엔에이치기업인수목적26호 주권매매거래정지(상장폐지 사유발생)
20250626,442130,(상장폐지),부실·위험,상장폐지 사유발생,1,유진기업인수목적9호 주식회사 관리종목지정사유추가(상장폐지 사유발생),인수목적9호 관리종목지정사유추가,유진기업인수목적9호 주식회사 주권매매거래정지(상장폐지 사유발생)
20250626,442130,(상장폐지),부실·위험,상장폐지 사유발생,1,유진기업인수목적9호 주식회사 상장폐지,인수목적9호 상장폐지,유진기업인수목적9호 주식회사 주권매매거래정지(상장폐지 사유발생)
20250626,950110,(상장폐지),부실·위험,자진상장폐지 신청,0,SBI핀테크솔루션즈(주) 기타 경영사항(자율공시)(상장폐지 후 투자자 보호대책 (특별지배주주에 의한 매도청구)),기타 경영사항,SBI핀테크솔루션즈(주) 주권매매거래정지(자진상장폐지 신청)
20250626,950110,(상장폐지),부실·위험,자진상장폐지 신청,0,SBI핀테크솔루션즈(주) 정기주주총회결과,정기주주총회결과,SBI핀테크솔루션즈(주) 주권매매거래정지(자진상장폐지 신청)
20250626,950110,(상장폐지),부실·위험,자진상장폐지 신청,0,SBI핀테크솔루션즈(주) 기타 경영사항(자율공시)(상장폐지신청서 제출),기타 경영사항,SBI핀테크솔루션즈(주) 주권매매거래정지(자진상장폐지 신청)
20250627,057880,(상장폐지),부실·위험,투자자 보호,0,(주)푸른소나무 (정정)상장폐지,(정정)상장폐지,(주)푸른소나무 주권매매거래정지(투자자 보호)
20250627,057880,(상장폐지),부실·위험,투자자 보호,1,(주)푸른소나무 기타시장안내(정리매매 보류 관련),기타시장안내,(주)푸른소나무 주권매매거래정지(투자자 보호)
20250627,057880,(상장폐지),부실·위험,투자자 보호,1,(주)푸른소나무 기타 경영사항(자율공시)(상장폐지결정 효력정지 가처분신청),기타 경영사항,(주)푸른소나무 주권매매거래정지(투자자 보호)
20250630,212560,네오오토,자본·조직변동,무상증자,0,(주)네오오토 무상증자결정,무상증자결정,(주)네오오토 주권매매거래정지(무상증자)
20250630,440790,(상장폐지),부실·위험,상장폐지 사유발생,0,교보13호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,교보13호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250630,440790,(상장폐지),부실·위험,상장폐지 사유발생,0,교보13호기업인수목적 주식회사 상장폐지,상장폐지,교보13호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250630,442310,(상장폐지),부실·위험,상장폐지 사유발생,0,대신밸런스제14호기업인수목적(주) 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,대신밸런스제14호기업인수목적(주) 주권매매거래정지(상장폐지 사유발생)
20250630,442310,(상장폐지),부실·위험,상장폐지 사유발생,1,대신밸런스제14호기업인수목적(주) 상장폐지,상장폐지,대신밸런스제14호기업인수목적(주) 주권매매거래정지(상장폐지 사유발생)
20250704,227100,(상장폐지),부실·위험,투자자 보호,1,(주)퀀텀온 (정정)상장폐지,(정정)상장폐지,(주)퀀텀온 주권매매거래정지(투자자 보호)
20250704,230980,(상장폐지),부실·위험,투자자 보호,0,(주)비유테크놀러지 (정정)상장폐지,(정정)상장폐지,(주)비유테크놀러지 주권매매거래정지(투자자 보호)
20250704,230980,(상장폐지),부실·위험,투자자 보호,1,(주)비유테크놀러지 기타시장안내(정리매매 보류 관련),기타시장안내,(주)비유테크놀러지 주권매매거래정지(투자자 보호)
20250708,440820,(상장폐지),부실·위험,상장폐지 사유발생,1,엔에이치기업인수목적27호(주) 상장폐지,상장폐지,엔에이치기업인수목적27호(주) 주권매매거래정지(상장폐지 사유발생)
20250708,440820,(상장폐지),부실·위험,상장폐지 사유발생,0,엔에이치기업인수목적27호(주) 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,엔에이치기업인수목적27호(주) 주권매매거래정지(상장폐지 사유발생)
20250710,048410,현대바이오,자본·조직변동,무상증자,0,현대바이오사이언스(주) 무상증자결정,사이언스 무상증자결정,현대바이오사이언스(주) 주권매매거래정지(무상증자)
20250710,234340,헥토파이낸셜,자본·조직변동,무상증자,0,(주)헥토파이낸셜 무상증자결정,무상증자결정,(주)헥토파이낸셜 주권매매거래정지(무상증자)
20250715,445360,(상장폐지),부실·위험,상장폐지 사유발생,1,비엔케이제1호기업인수목적(주) 상장폐지,상장폐지,비엔케이제1호기업인수목적(주) 주권매매거래정지(상장폐지 사유발생)
20250715,457630,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,대신밸런스제16호기업인수목적(주) 회사합병 결정(SPAC 소멸합병),회사합병 결정,대신밸런스제16호기업인수목적(주) 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250717,446150,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,유안타제12호기업인수목적 주식회사 회사합병 결정(SPAC소멸합병),회사합병 결정,유안타제12호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250718,419120,산돌,자본·조직변동,무상증자,0,(주)산돌 무상증자결정,무상증자결정,(주)산돌 주권매매거래정지(무상증자)
20250721,445970,(상장폐지),부실·위험,상장폐지 사유발생,1,신영해피투모로우제9호기업인수목적 주식회사 상장폐지,상장폐지,신영해피투모로우제9호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250721,445970,(상장폐지),부실·위험,상장폐지 사유발생,1,신영해피투모로우제9호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,신영해피투모로우제9호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250722,203690,(상장폐지),부실·위험,투자자 보호,1,(주)아크솔루션스 (정정)상장폐지,(정정)상장폐지,(주)아크솔루션스 주권매매거래정지(투자자 보호)
20250722,203690,(상장폐지),부실·위험,투자자 보호,0,(주)아크솔루션스 기타시장안내(정리매매 보류 관련),기타시장안내,(주)아크솔루션스 주권매매거래정지(투자자 보호)
20250722,203690,(상장폐지),부실·위험,투자자 보호,0,(주)아크솔루션스 기타 경영사항(자율공시)(상장폐지결정등효력정지 가처분신청),기타 경영사항,(주)아크솔루션스 주권매매거래정지(투자자 보호)
20250724,303810,동국생명과학,자본·조직변동,무상증자,0,동국생명과학(주) 무상증자결정,무상증자결정,동국생명과학(주) 주권매매거래정지(무상증자)
20250728,222160,(상장폐지),부실·위험,투자자 보호,0,(주)엔피엑스 기타시장안내(정리매매 보류 관련),엑스 기타시장안내,(주)엔피엑스 주권매매거래정지(투자자 보호)
20250728,222160,(상장폐지),부실·위험,투자자 보호,0,(주)엔피엑스 (정정)상장폐지,엑스,(주)엔피엑스 주권매매거래정지(투자자 보호)
20250728,222160,(상장폐지),부실·위험,투자자 보호,0,(주)엔피엑스 기타 경영사항(자율공시)(상장폐지결정등 효력정지가처분신청),엑스 기타 경영사항,(주)엔피엑스 주권매매거래정지(투자자 보호)
