code,listed,traded_days,amt_sum,amt_avg,no_trade_pct,years,group,mktcap,name,spac,decile,nxt_yr,krx_yr
336060,606,606,1294016788000.0,2135341234.3234324,0.0,2.5041322314049586,ST,28411568000.0,웨이버스,N,D5,0.0,516752578706.2706
086980,606,606,1290477665000.0,2129501097.359736,0.0,2.5041322314049586,ST,140935500000.0,쇼박스,N,D5,23763157993.54839,515339265561.05615
429270,596,596,1267798433000.0,2127178578.8590603,0.0,2.462809917355372,ST,24152370095.0,시지트로닉스,N,D5,0.0,506282542551.15515
061250,587,587,1236286582000.0,2106110020.4429305,0.0,2.425619834710744,ST,71886167360.0,화일약품,N,D5,0.0,493698602052.8053
417180,590,590,1241303718000.0,2103904606.779661,0.0,2.43801652892562,ST,13775666700.0,핑거스토리,N,D5,0.0,495702144811.8812
083930,606,606,1274731269500.0,2103516946.369637,0.0,2.5041322314049586,ST,158220744220.0,아바코,N,D5,0.0,509051101021.45215
109670,606,606,1273739211500.0,2101879886.9636965,0.0,2.5041322314049586,ST,24338630340.0,씨싸이트,N,D5,0.0,508654932645.21454
214270,606,606,1273498086000.0,2101481990.09901,0.0,2.5041322314049586,ST,61998781450.0,FSN,N,D5,0.0,508558641603.96045
054210,606,606,1271970444000.0,2098961128.7128716,0.0,2.5041322314049586,ST,185384569300.0,이랜텍,N,D5,6980073135.483871,507948593148.5149
308080,556,556,1166462972000.0,2097954985.6115108,0.0,2.2975206611570247,ST,113155915200.0,바이젠셀,N,D5,0.0,465815246244.2244
044180,221,221,462885572000.0,2094504850.678733,0.0,0.9132231404958676,ST,5477148795.0,KD,N,D5,0.0,184848693768.9769
376180,606,606,1266384798000.0,2089743891.089109,0.0,2.5041322314049586,ST,26765016796.0,피코그램,N,D5,0.0,505718021643.5644
309960,606,606,1253688742000.0,2068793303.630363,0.0,2.5041322314049586,ST,101343248235.0,LB인베스트먼트,N,D5,0.0,500647979478.54785
166480,596,596,1232663068000.0,2068226624.161074,0.0,2.462809917355372,ST,107855567040.0,코아스템켐온,N,D5,14382557270.967743,492251588211.2211
194700,606,606,1252263952000.0,2066442165.0165017,0.0,2.5041322314049586,ST,252464547840.0,노바렉스,N,D5,288959402883.871,500079003933.9934
162300,606,606,1249780401000.0,2062343896.039604,0.0,2.5041322314049586,ST,64197699336.0,신스틸,N,D5,0.0,499087222841.58417
200130,606,606,1248511619500.0,2060250197.19472,0.0,2.5041322314049586,ST,248267309520.0,콜마비앤에이치,N,D5,431509038400.0,498580547721.12213
115610,570,570,1167571774500.0,2048371534.2105265,0.0,2.355371900826446,ST,16487182755.0,이미지스,N,D5,0.0,466258035361.38617
013310,575,575,1176080056500.0,2045356620.0,0.0,2.37603305785124,ST,102255343570.0,아진산업,N,D5,0.0,469655732133.6634
108380,606,606,1237665272500.0,2042351934.818482,0.0,2.5041322314049586,ST,166662940860.0,대양전기공업,N,D5,112712713903.22581,494249168226.07263
058820,596,596,1209004544500.0,2028531114.932886,0.0,2.462809917355372,ST,135533053740.0,CMG제약,N,D5,0.0,482803794998.34985
048430,596,596,1204755990500.0,2021402668.624161,0.0,2.462809917355372,ST,66816000000.0,유라테크,N,D5,14931492116.129032,481107177724.4225
290670,606,606,1224847214500.0,2021200023.9273927,0.0,2.5041322314049586,ST,44238625800.0,대보마그네틱,N,D5,44076615354.838715,489130405790.4291
030960,606,606,1215910361500.0,2006452741.7491748,0.0,2.5041322314049586,ST,78142200000.0,양지사,N,D5,184935861354.8387,485561563503.30035
040910,369,369,738960219000.0,2002602219.512195,0.0,1.524793388429752,ST,73878427875.0,아이씨디,N,D5,0.0,295096325079.20795
076610,581,581,1161259511500.0,1998725493.1153183,0.0,2.400826446280992,ST,60420903600.0,해성옵틱스,N,D5,0.0,463737296671.6172
024910,606,606,1204772640000.0,1988073663.3663368,0.0,2.5041322314049586,ST,55017991680.0,경창산업,N,D5,0.0,481113826534.6535
373200,449,449,892460359000.0,1987662269.4877503,0.0,1.8553719008264464,ST,64110686720.0,엑스플러스,N,D5,0.0,356395060854.7855
357580,596,596,1183938054500.0,1986473245.805369,0.0,2.462809917355372,ST,74157602980.0,아모센스,N,D5,0.0,472793744536.30365
443250,606,606,1203254066500.0,1985567766.50165,0.0,2.5041322314049586,ST,64750803830.0,레뷰코퍼레이션,N,D5,33380733703.225807,480507399493.39935
236200,606,606,1201831446500.0,1983220208.7458744,0.0,2.5041322314049586,ST,332674634700.0,슈프리마,N,D5,258744616225.80646,479939290516.50165
277070,606,606,1197879007000.0,1976698031.3531356,0.0,2.5041322314049586,ST,41829060000.0,린드먼아시아,N,D5,0.0,478360923587.45874
053450,606,606,1195683538500.0,1973075146.039604,0.0,2.5041322314049586,ST,53328054815.0,세코닉스,N,D5,0.0,477484185341.58417
084990,596,596,1173645469000.0,1969203807.04698,0.0,2.462809917355372,ST,174230772660.0,헬릭스미스,N,D5,0.0,468683504122.11224
322180,606,606,1190549438000.0,1964603033.0033004,0.0,2.5041322314049586,ST,90176164670.0,LS티라유텍,N,D5,0.0,475433933986.7987
241690,606,606,1188859180000.0,1961813828.3828385,0.0,2.5041322314049586,ST,63990896190.0,유니테크노,N,D5,0.0,474758946468.6469
128660,606,606,1187211073500.0,1959094180.6930687,0.0,2.5041322314049586,ST,68333281595.0,피제이메탈,N,D5,0.0,474100791727.7228
304840,441,441,863269037000.0,1957526160.9977324,0.0,1.822314049586777,ST,18702587540.0,피플바이오,N,D5,0.0,344737800254.1254
417500,606,606,1184408374500.0,1954469264.8514853,0.0,2.5041322314049586,ST,107533960320.0,제이아이테크,N,D5,0.0,472981562094.05945
376270,391,391,763748708500.0,1953321505.1150892,0.0,1.615702479338843,ST,298211941800.0,HEM파마,N,D5,173464180787.09677,304995358839.934
089980,606,606,1181925517500.0,1950372141.089109,0.0,2.5041322314049586,ST,232960269090.0,상아프론테크,N,D5,452244279122.5807,471990058143.5644
307180,524,524,1020808960000.0,1948108702.2900765,0.0,2.165289256198347,ST,159475720320.0,아이엘,N,D5,0.0,407649782706.2706
105550,606,606,1172930762500.0,1935529311.0561056,0.0,2.5041322314049586,ST,30383135788.0,엣지파운드리,N,D5,0.0,468398093275.5776
472850,582,582,1121008130500.0,1926130808.419244,0.0,2.4049586776859506,ST,221363001940.0,폰드그룹,N,D5,26836759400.0,447663312839.934
049950,606,606,1167208223000.0,1926086176.5676568,0.0,2.5041322314049586,ST,92146887800.0,미래컴퍼니,N,D5,0.0,466112854729.373
260660,606,606,1164121712500.0,1920992924.917492,0.0,2.5041322314049586,ST,38087647185.0,알리코제약,N,D5,0.0,464880287830.033
081150,606,606,1162805824500.0,1918821492.5742571,0.0,2.5041322314049586,ST,68558235650.0,티플랙스,N,D5,0.0,464354801202.97034
125210,606,606,1160125695500.0,1914398837.458746,0.0,2.5041322314049586,ST,105414488100.0,아모그린텍,N,D5,21244984838.70968,463284518665.01654
187790,338,338,645182161500.0,1908822963.0177517,0.0,1.396694214876033,ST,95143960550.0,나노,N,D5,0.0,257647001787.12872
051360,603,603,1148406050000.0,1904487645.1077943,0.0,2.4917355371900825,ST,240028093870.0,토비스,N,D5,118315195793.54839,458604396204.6205
119610,342,342,649222970000.0,1898312777.7777777,0.0,1.4132231404958675,ST,180679615010.0,인터로조,N,D5,35219388812.90323,259260657986.7987
175250,387,387,733030935000.0,1894136782.9457364,0.0,1.5991735537190082,ST,81501658560.0,아이큐어,N,D5,0.0,292728525198.01984
123420,606,606,1145765642500.0,1890702380.3630364,0.0,2.5041322314049586,ST,66774683220.0,위메이드플레이,N,D5,0.0,457549976047.8548
036090,591,591,1116606838500.0,1889351672.5888324,0.0,2.4421487603305785,ST,58634608292.0,위지트,N,D5,0.0,445905701183.16833
305090,604,604,1139344527500.0,1886331999.1721852,0.0,2.495867768595041,ST,40034829650.0,마이크로디지탈,N,D5,104648724329.03226,454985768407.59076
079810,606,606,1141106271000.0,1883013648.514852,0.0,2.5041322314049586,ST,65445405760.0,APS이노베이션,N,D5,0.0,455689302940.59406
210120,555,555,1043813804500.0,1880745593.6936936,0.0,2.293388429752066,ST,22540854540.0,캔버스엔,N,D5,0.0,416836535790.4291
206640,606,606,1138923575500.0,1879411840.759076,0.0,2.5041322314049586,ST,249969378610.0,바디텍메드,N,D5,105948614058.06451,454817665463.6964
226330,606,606,1137318745000.0,1876763605.610561,0.0,2.5041322314049586,ST,45411865200.0,신테카바이오,N,D5,225878289432.2581,454176792557.7558
271830,596,596,1108867888000.0,1860516590.6040268,0.0,2.462809917355372,ST,30080006040.0,팸텍,N,D5,0.0,442815229201.3201
214260,592,592,1098177037500.0,1855028779.5608108,0.0,2.446280991735537,ST,74502566050.0,라파스,N,D5,123742127761.29033,438545945668.31683
260930,606,606,1123055163000.0,1853226341.5841584,0.0,2.5041322314049586,ST,53382791160.0,씨티케이,N,D5,0.0,448480774663.36633
048470,606,606,1117663056500.0,1844328476.0726075,0.0,2.5041322314049586,ST,25427750000.0,대동스틸,N,D5,0.0,446327491209.571
099410,605,605,1112315077000.0,1838537317.355372,0.0,2.5,ST,44240000000.0,동방선기,N,D5,0.0,444191829429.0429
009780,606,606,1113898905000.0,1838117004.950495,0.0,2.5041322314049586,ST,110000000000.0,엠에스씨,N,D5,179433613522.58066,444824315198.01984
123860,606,606,1107845617000.0,1828128080.8580856,0.0,2.5041322314049586,ST,173001132050.0,아나패스,N,D5,9747276780.645163,442406995567.6568
336680,402,402,732838413500.0,1822981128.1094527,0.0,1.6611570247933884,ST,100604084060.0,탑런토탈솔루션,N,D5,49003858696.77419,292651643674.9175
182360,606,606,1104441416500.0,1822510588.2838285,0.0,2.5041322314049586,ST,88478640810.0,큐브엔터,N,D6,141655016161.2903,441047562364.68646
176750,373,373,678281411500.0,1818448824.3967829,0.0,1.5413223140495869,ST,172641643200.0,듀켐바이오,N,D6,157525207541.9355,270864854097.35974
138360,563,563,1022485659500.0,1816137938.7211368,0.0,2.3264462809917354,ST,144051511862.0,앤로보틱스,N,D6,0.0,408319355773.9274
102940,596,596,1080774120500.0,1813379396.8120809,0.0,2.462809917355372,ST,551114386300.0,코오롱생명과학,N,D6,187802209277.41937,431596265942.24426
101730,605,605,1093858239500.0,1808030147.9338844,0.0,2.5,ST,443319382940.0,위메이드맥스,N,D6,283820575819.35486,436821277160.06604
078590,553,553,990827150000.0,1791730831.8264017,0.0,2.2851239669421486,ST,22031960895.0,휴림에이텍,N,D6,0.0,395676848679.868
226400,606,606,1084207905500.0,1789121956.270627,0.0,2.5041322314049586,ST,92977204500.0,오스테오닉,N,D6,79464223051.6129,432967513417.49176
015710,606,606,1083643410500.0,1788190446.369637,0.0,2.5041322314049586,ST,47332350000.0,코콤,N,D6,0.0,432742088021.45215
214180,606,606,1082898670000.0,1786961501.650165,0.0,2.5041322314049586,ST,182167005340.0,헥토이노베이션,N,D6,78172659683.87097,432444683399.33997
453860,606,606,1082323163000.0,1786011820.132013,0.0,2.5041322314049586,ST,65024228070.0,에이에스텍,N,D6,16393300141.935484,432214860471.9472
215200,606,606,1081818370500.0,1785178829.2079208,0.0,2.5041322314049586,ST,409944292800.0,메가스터디교육,N,D6,59968644503.22581,432013276668.31683
067000,606,606,1079023614000.0,1780567019.8019805,0.0,2.5041322314049586,ST,74307363098.0,조이시티,N,D6,0.0,430897218792.0792
415380,580,580,1032708843000.0,1780532487.9310346,0.0,2.396694214876033,ST,21615779775.0,스튜디오삼익,N,D6,0.0,412401881198.01984
251370,606,606,1074951437500.0,1773847256.60066,0.0,2.5041322314049586,ST,181212922780.0,와이엠티,N,D6,0.0,429271036097.35974
273060,606,606,1074796119000.0,1773590955.4455445,0.0,2.5041322314049586,ST,42234670134.0,와이즈버즈,N,D6,0.0,429209011217.8218
164060,180,180,318283504500.0,1768241691.6666667,0.0,0.743801652892562,?,,,N,D6,0.0,127103313678.21783
101000,554,554,975698769500.0,1761189114.6209383,0.0,2.289256198347108,ST,14826088552.0,KS인더스트리,N,D6,0.0,389635482209.571
049480,606,606,1066871554000.0,1760514115.5115511,0.0,2.5041322314049586,ST,62719076468.0,오픈베이스,N,D6,0.0,426044415953.7954
206560,606,606,1066479250500.0,1759866750.0,0.0,2.5041322314049586,ST,28842320360.0,덱스터,N,D6,49036857348.3871,425887753500.0
094840,606,606,1064385818000.0,1756412240.9240923,0.0,2.5041322314049586,ST,121693812690.0,슈프리마에이치큐,N,D6,0.0,425051762303.6304
119830,606,606,1061695617000.0,1751972965.3465347,0.0,2.5041322314049586,ST,156311977040.0,아이텍,N,D6,0.0,423977457613.8614
037070,606,606,1060654182000.0,1750254425.7425742,0.0,2.5041322314049586,ST,139800000000.0,파세코,N,D6,0.0,423561571029.703
297090,536,536,938041767500.0,1750077924.4402986,0.0,2.2148760330578514,ST,108398250000.0,씨에스베어링,N,D6,227586971025.80646,374597537516.50165
048530,596,596,1037584559500.0,1740913690.4362416,0.0,2.462809917355372,ST,80318570800.0,인트론바이오,N,D6,0.0,414348949503.30035
228670,596,596,1035592725500.0,1737571687.0805368,0.0,2.462809917355372,ST,74290099750.0,레이,N,D6,12602103161.290323,413553530645.21454
123010,576,576,998591417000.0,1733665654.5138888,0.0,2.3801652892561984,ST,54075680190.0,알엔티엑스,N,D6,0.0,398777430551.15515
053950,570,570,984935053500.0,1727956234.2105262,0.0,2.355371900826446,ST,24710193651.0,경남제약,N,D6,0.0,393323899252.4753
038070,606,606,1044442172000.0,1723501933.9933994,0.0,2.5041322314049586,ST,42318075800.0,서린바이오,N,D6,0.0,417087468026.40265
339950,606,606,1040935997500.0,1717716167.4917493,0.0,2.5041322314049586,ST,123603301250.0,아이비김영,N,D6,0.0,415687312533.0033
373160,346,346,593433324000.0,1715125213.8728323,0.0,1.4297520661157024,ST,44805236905.0,데이원컴퍼니,N,D6,0.0,236981624435.6436
095910,606,606,1035096037000.0,1708079268.9768977,0.0,2.5041322314049586,ST,30919137561.0,에스에너지,N,D6,0.0,413355183092.40924
080160,606,606,1033020212500.0,1704653816.0066006,0.0,2.5041322314049586,ST,157815000000.0,모두투어,N,D6,0.0,412526223473.59735
211050,585,585,995385821500.0,1701514224.7863247,0.0,2.4173553719008263,ST,525150583620.0,인카금융서비스,N,D6,93638326987.09677,397497308255.7756
310200,606,606,1031087923000.0,1701465219.4719472,0.0,2.5041322314049586,ST,135101745240.0,애니플러스,N,D6,0.0,411754583112.21124
317240,430,430,730845422000.0,1699640516.2790697,0.0,1.7768595041322317,ST,21182292186.0,TS트릴리온,N,D6,0.0,291855762580.8581
119500,606,606,1029274577500.0,1698472900.1650164,0.0,2.5041322314049586,ST,30388150080.0,포메탈,N,D6,0.0,411030441839.934
089850,605,605,1021024025500.0,1687643017.355372,0.0,2.5,ST,58626192020.0,유비벨록스,N,D6,0.0,407735666948.8449
419080,605,605,1018564129000.0,1683577072.7272727,0.0,2.5,ST,42508804470.0,엔젯,N,D6,0.0,406753332042.9043
398120,369,369,619503983000.0,1678872582.6558266,0.0,1.524793388429752,ST,23637022000.0,에스지헬스케어,N,D6,0.0,247392679679.868
246250,346,346,580718277000.0,1678376523.1213872,0.0,1.4297520661157024,ST,30220617614.0,에스엘에스바이오,N,D6,0.0,231903998405.9406
389680,361,361,605546529500.0,1677414209.1412742,0.0,1.491735537190083,ST,14428081662.0,유디엠텍,N,D6,0.0,241818911120.46207
289220,606,606,1016459657500.0,1677326167.4917493,0.0,2.5041322314049586,ST,30277683897.0,자이언트스텝,N,D6,63290684670.96774,405912932533.0033
100660,606,606,1012325557500.0,1670504220.2970295,0.0,2.5041322314049586,ST,40824000000.0,서암기계공업,N,D6,0.0,404262021311.8812
113810,592,592,983726757000.0,1661700603.0405405,0.0,2.446280991735537,ST,15172043715.0,디젠스,N,D6,0.0,392841378207.92084
189330,606,606,1005482424500.0,1659211921.6171618,0.0,2.5041322314049586,ST,114745333320.0,씨이랩,N,D6,0.0,401529285031.35315
288980,596,596,987379014500.0,1656676198.825503,0.0,2.462809917355372,ST,35180793493.0,모아데이타,N,D6,0.0,394299870476.8977
048550,606,606,1000843485000.0,1651556905.940594,0.0,2.5041322314049586,ST,149230658660.0,SM C&C,N,D6,0.0,399676771237.6238
092730,605,605,998564235000.0,1650519396.6942148,0.0,2.5,ST,314789703960.0,네오팜,N,D6,47810816651.61291,398766575693.06934
156100,606,606,994705951500.0,1641428962.871287,0.0,2.5041322314049586,ST,104603396040.0,엘앤케이바이오,N,D6,0.0,397225809014.8515
138580,205,205,336240165000.0,1640195926.8292682,0.0,0.8471074380165289,?,,,N,D6,0.0,134274125297.02971
240600,596,596,975747684500.0,1637160544.463087,0.0,2.462809917355372,ST,14064146530.0,유진테크놀로지,N,D6,0.0,389655015922.44226
285800,606,606,986383359500.0,1627695312.7062707,0.0,2.5041322314049586,ST,14908111310.0,진영,N,D6,0.0,393902265674.91754
020180,606,606,984870671000.0,1625199127.0627062,0.0,2.5041322314049586,ST,35162457225.0,대신정보통신,N,D6,0.0,393298188749.1749
230360,591,591,959204048000.0,1623018693.7394247,0.0,2.4421487603305785,?,,,N,D6,35226486438.70968,383048481214.5215
317120,596,596,965227219000.0,1619508756.711409,0.0,2.462809917355372,ST,21089320000.0,라닉스,N,D6,0.0,385453773924.0924
133750,606,606,980324557500.0,1617697289.6039605,0.0,2.5041322314049586,ST,30686677947.0,메가엠디,N,D6,0.0,391482744084.15845
144510,606,606,979580030500.0,1616468697.1947196,0.0,2.5041322314049586,ST,222310840080.0,지씨셀,N,D6,206490964509.67743,391185424721.12213
049080,562,562,904767844000.0,1609907195.7295372,0.0,2.322314049586777,ST,50675353980.0,기가레인,N,D6,0.0,361309931102.31024
042500,605,605,970503314000.0,1604137709.090909,0.0,2.5,ST,90502044640.0,링네트,N,D6,0.0,387560729353.1353
007370,606,606,970584769000.0,1601625031.353135,0.0,2.5041322314049586,ST,55124889300.0,진양제약,N,D6,0.0,387593257587.45874
089790,606,606,970066842000.0,1600770366.3366337,0.0,2.5041322314049586,ST,43325154600.0,제이티,N,D6,0.0,387386428653.4654
007720,595,595,951678885500.0,1599460311.764706,0.0,2.458677685950413,ST,30139334550.0,소노스퀘어,N,D6,0.0,380043383318.4819
101390,144,144,230093603000.0,1597872243.0555556,0.0,0.5950413223140496,?,,,N,D6,0.0,91885564234.32344
039830,571,571,911092076000.0,1595607838.8791597,0.0,2.3595041322314048,ST,209230581600.0,오로라,N,D6,0.0,363835449491.7492
097870,606,606,961862965000.0,1587232615.5115511,0.0,2.5041322314049586,ST,39223800000.0,효성오앤비,N,D6,0.0,384110292953.7954
033540,591,591,934486585500.0,1581195576.142132,0.0,2.4421487603305785,ST,52246331000.0,파라텍,N,D6,0.0,373177811371.2872
323350,469,469,741459321500.0,1580936719.6162047,0.0,1.93801652892562,ST,76182441720.0,다원넥스뷰,N,D6,0.0,296094316506.60065
179290,606,606,954366834000.0,1574862762.3762376,0.0,2.5041322314049586,ST,142085326420.0,엠아이텍,N,D6,50880630367.741936,381116788495.0495
347000,606,606,953263046500.0,1573041330.858086,0.0,2.5041322314049586,ST,66736143190.0,센코,N,D6,0.0,380676002067.6568
273640,606,606,951841667000.0,1570695820.132013,0.0,2.5041322314049586,ST,58448780000.0,와이엠텍,N,D6,2663924290.322581,380108388471.9472
224110,596,596,930751286000.0,1561663231.5436242,0.0,2.462809917355372,ST,40541480280.0,에이텍모빌리티,N,D6,0.0,371686157115.5116
038680,606,606,945044081000.0,1559478681.5181518,0.0,2.5041322314049586,ST,64417396870.0,에스넷,N,D6,0.0,377393840927.39276
229000,596,596,928660284500.0,1558154839.7651007,0.0,2.462809917355372,ST,39312460870.0,젠큐릭스,N,D6,0.0,370851136714.5215
049470,472,472,734777149000.0,1556731247.881356,0.0,1.950413223140496,ST,32444870822.0,비트플래닛,N,D6,0.0,293425858181.5182
471820,373,373,579110737500.0,1552575703.7533512,0.0,1.5413223140495869,ST,49054494860.0,셀로맥스사이언스,N,D6,0.0,231262043688.11884
265740,605,605,935362612500.0,1546053904.9586778,0.0,2.5,ST,92890720000.0,엔에프씨,N,D6,0.0,373527643935.64355
217500,596,596,911935429000.0,1530093001.6778524,0.0,2.462809917355372,ST,45936528000.0,러셀,N,D6,0.0,364172234023.10236
091700,606,606,924801998000.0,1526075904.290429,0.0,2.5041322314049586,ST,299000000000.0,파트론,N,D6,49361896916.129036,369310368838.2839
212560,605,605,918322329000.0,1517888147.107438,0.0,2.5,ST,159004042920.0,네오오토,N,D6,0.0,366722778247.5248
219550,154,154,233440006000.0,1515844194.8051949,0.0,0.6363636363636364,ST,38711929256.0,디와이디,N,D6,0.0,93221916587.45876
012700,606,606,915306397000.0,1510406595.709571,0.0,2.5041322314049586,ST,76488967840.0,리드코프,N,D6,17786658858.064518,365518396161.7162
094850,606,606,915078412500.0,1510030383.6633663,0.0,2.5041322314049586,ST,63280000000.0,참좋은여행,N,D6,0.0,365427352846.53467
215090,264,264,397618678500.0,1506131357.9545455,0.0,1.0909090909090908,ST,28666708318.0,솔디펜스,N,D6,0.0,158785016826.73267
330730,606,606,911295866000.0,1503788557.7557757,0.0,2.5041322314049586,ST,82891126500.0,스톤브릿지벤처스,N,D6,0.0,363916830976.8977
035600,606,606,910734239500.0,1502861781.353135,0.0,2.5041322314049586,ST,262042667340.0,KG이니시스,N,D6,329048433574.19354,363692551087.45874
188040,264,264,396713491000.0,1502702617.4242425,0.0,1.0909090909090908,ST,23677298480.0,바이오포트,N,D6,0.0,158423539310.23102
078020,606,606,908740381000.0,1499571585.8085809,0.0,2.5041322314049586,ST,373388408700.0,LS증권,N,D6,0.0,362896323765.6766
035890,430,430,644772928000.0,1499471925.5813954,0.0,1.7768595041322317,ST,482597759700.0,서희건설,N,D6,0.0,257483578508.25082
300120,605,605,906778220000.0,1498806975.2066116,0.0,2.5,ST,23068871456.0,라온피플,N,D6,0.0,362112754521.45215
146320,606,606,902737632000.0,1489666059.4059403,0.0,2.5041322314049586,ST,136681817640.0,비씨엔씨,N,D6,4865274167.741936,360499186376.2377
096350,590,590,874558376000.0,1482302332.20339,0.0,2.43801652892562,ST,59409876344.0,대창솔루션,N,D6,0.0,349246084145.21454
352770,294,294,435376909000.0,1480873840.1360545,0.0,1.2148760330578512,ST,13610136750.0,셀레스트라,N,D6,0.0,173863386102.31024
085910,580,580,858398740500.0,1479997828.4482758,0.0,2.396694214876033,ST,247754931280.0,네오티스,N,D6,0.0,342792896371.2872
048770,596,596,882051698000.0,1479952513.422819,0.0,2.462809917355372,ST,48035852460.0,TPC로보틱스,N,D6,0.0,352238466858.0858
355690,606,606,895829142500.0,1478265911.7161715,0.0,2.5041322314049586,ST,37196695900.0,에이텀,N,D6,0.0,357740350635.31354
006050,606,606,894949702000.0,1476814689.768977,0.0,2.5041322314049586,ST,15807545079.0,국영지앤엠,N,D6,0.0,357389154924.0924
101330,595,595,876908736500.0,1473796195.798319,0.0,2.458677685950413,ST,78352693165.0,모베이스,N,D6,0.0,350184676952.1452
043650,606,606,892773845000.0,1473224166.6666667,0.0,2.5041322314049586,ST,66790056960.0,국순당,N,D6,0.0,356520248333.3334
038290,606,606,891541874500.0,1471191212.0462046,0.0,2.5041322314049586,ST,130964112000.0,마크로젠,N,D6,5588151587.096774,356028273315.1815
072470,606,606,890216127500.0,1469003510.7260723,0.0,2.5041322314049586,ST,44007504530.0,우리산업홀딩스,N,D6,0.0,355498849595.7096
348350,606,606,889867512500.0,1468428238.448845,0.0,2.5041322314049586,ST,89807400000.0,위드텍,N,D6,0.0,355359633704.6205
092070,606,606,887690696000.0,1464836132.0132012,0.0,2.5041322314049586,ST,155410052940.0,디엔에프,N,D6,0.0,354490343947.19476
321550,606,606,887261822500.0,1464128419.966997,0.0,2.5041322314049586,ST,121505631375.0,티움바이오,N,D6,0.0,354319077632.01324
021080,606,606,876177290500.0,1445837113.0363035,0.0,2.5041322314049586,ST,107040000000.0,에이티넘인베스트,N,D6,0.0,349892581354.7855
288620,606,606,874056732500.0,1442337842.409241,0.0,2.5041322314049586,ST,32523612560.0,에스프리즘,N,D6,0.0,349045757863.0363
215000,606,606,873464749000.0,1441360971.9471948,0.0,2.5041322314049586,ST,253840536750.0,골프존,N,D6,76005719864.51613,348809355211.2211
072770,579,579,834147142500.0,1440668639.896373,0.0,2.3925619834710745,ST,30345343638.0,멤레이비티,N,D6,0.0,333108264826.73267
101970,306,306,439206810500.0,1435316374.1830063,0.0,1.2644628099173554,ST,150118591350.0,우양에이치씨,N,D6,136211530612.90323,175392818714.52145
294140,455,455,650600148000.0,1429890435.1648352,0.0,1.8801652892561984,ST,50769562770.0,레몬,N,D6,0.0,259810620158.41586
205500,591,591,838636032500.0,1419011899.3231812,0.0,2.4421487603305785,ST,96488708995.0,넥써쓰,N,D6,0.0,334900857863.0363
032680,586,586,830030367000.0,1416434073.3788395,0.0,2.4214876033057853,ST,18144616470.0,소프트센,N,D6,0.0,331464271970.29706
150900,606,606,856882352000.0,1413997280.5280528,0.0,2.5041322314049586,ST,38388864160.0,파수AI,N,D6,0.0,342187341887.7888
137950,606,606,856731885500.0,1413748985.9735973,0.0,2.5041322314049586,ST,62238540130.0,제이씨케미칼,N,D6,0.0,342127254605.6106
239340,586,586,828149834500.0,1413224973.549488,0.0,2.4214876033057853,ST,16349658204.0,이스트에이드,N,D6,0.0,330713300245.87463
006140,606,606,856041231000.0,1412609292.079208,0.0,2.5041322314049586,ST,67115475000.0,피제이전자,N,D6,0.0,341851448683.16833
189690,606,606,854692474500.0,1410383621.2871287,0.0,2.5041322314049586,ST,45682332168.0,포시에스,N,D6,0.0,341312836351.48517
001840,302,302,423581860500.0,1402588942.0529802,0.0,1.2479338842975207,ST,62588831935.0,이화공영,N,D6,0.0,169153152212.8713
440320,606,606,847463040000.0,1398453861.386139,0.0,2.5041322314049586,ST,21107700000.0,오픈놀,N,D6,0.0,338425834455.44556
053160,606,606,846285635000.0,1396510948.8448844,0.0,2.5041322314049586,ST,56100000000.0,프리엠스,N,D6,0.0,337955649620.46204
036010,606,606,840180425500.0,1386436345.709571,0.0,2.5041322314049586,ST,91588315260.0,아비코전자,N,D6,0.0,335517595661.7162
079940,606,606,839440339000.0,1385215080.858086,0.0,2.5041322314049586,ST,424764648600.0,가비아,N,D6,48278289612.90323,335222049567.6568
046210,606,606,835830071500.0,1379257543.729373,0.0,2.5041322314049586,ST,50536035600.0,HLB파나진,N,D6,7329292406.451613,333780325582.50824
382480,606,606,833256516500.0,1375010753.30033,0.0,2.5041322314049586,ST,71511923380.0,지아이텍,N,D6,0.0,332752602298.6799
054670,606,606,825767577500.0,1362652768.1518152,0.0,2.5041322314049586,ST,82253691600.0,대한뉴팜,N,D6,0.0,329761969892.7393
036560,592,592,806181824000.0,1361793621.6216216,0.0,2.446280991735537,ST,183960000000.0,KZ정밀,N,D6,38409243116.129036,321940596382.8383
389030,583,583,791334901000.0,1357349744.425386,0.0,2.409090909090909,ST,87450841620.0,지니너스,N,D6,0.0,316011627132.01324
340810,606,606,822163064000.0,1356704726.0726073,0.0,2.5041322314049586,ST,32747942400.0,시선AI,N,D6,0.0,328322543709.571
031310,606,606,821534859500.0,1355668084.9834983,0.0,2.5041322314049586,ST,28051091893.0,아이즈비전,N,D6,0.0,328071676566.0066
009620,537,537,726698996000.0,1353256975.7914338,0.0,2.21900826446281,ST,11549684728.0,삼보산업,N,D6,0.0,290199929095.7096
043200,596,596,804068770000.0,1349108674.4966445,0.0,2.462809917355372,ST,24539132905.0,파루,N,D6,0.0,321096769537.9538
032300,606,606,815106069500.0,1345059520.6270628,0.0,2.5041322314049586,ST,86817339960.0,한국파마,N,D6,20369269587.096775,325504403991.7492
069080,606,606,815007584000.0,1344897003.30033,0.0,2.5041322314049586,ST,370360237000.0,웹젠,N,D6,66789821219.35484,325465074798.6799
